Kolumna1,ID,lp,ekspot,kategorie,start_min,start_s,stop_min,stop_s,czas_w_sek,czas_w_min,Z_KIM,X1_OSTOW,X2_OSTOW,X3_OSTOW,X4_OSTOW,X5_OSTOW,X6_OSTOW,X7_OSTOW,X8_OSTOW,X9_OSTOW,ILE_OSTOW,zach,opis,animator,uwagi,os_3,os_3_e,os_2,os_2_e
9481,2015,9346,LASEROWA HARFA,2,99,0,100,10,70,1.17,2006,2006,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
9482,2015,9347,HISTORIA KOŁEM SIĘ TOCZY,2,100,20,101,0,40,0.67,,,,,,,,,,,0,2,,,,1,sam/a,1,sam/a
9483,2015,9348,SERDUSZKO BIJE W RYTM CHA-CHA,2,101,15,101,45,30,0.5,2005,2005,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
9484,2015,9349,SPACER PO ŚCIEŻCE DŹWIĘKOWEJ,2,101,45,102,40,55,0.92,"2005, 2009",2005,2009,,,,,,,,2,3,,,,3,z 3 lub więcej osobami,2,z innymi
9485,2015,9350,KSZTAŁTOWANIE TERENU,2,103,55,104,30,35,0.58,2005,2005,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
9486,2015,9351,DŹWIĘKI RELIGII,2,105,20,106,20,60,1,2005,2005,,,,,,,,,1,,1,,,2,z inną osobą,2,z innymi
9487,2015,9352,ŚWIATŁO I DŹWIĘK,2,106,20,107,45,85,1.42,2005,2005,,,,,,,,,1,1,,,,2,z inną osobą,2,z innymi
9488,2015,9353,INNE -INFOBOX,1,108,0,109,0,60,1,2005,2005,,,,,,,,,1,,,,dobry kontakt,2,z inną osobą,2,z innymi
9489,2015,9354,DŹWIĘKI RELIGII,2,109,40,111,0,80,1.33,"2005, 2006, 2009",2005,2006,2009,,,,,,,3,,,,,3,z 3 lub więcej osobami,2,z innymi
9490,2015,9355,KSZTAŁTOWANIE TERENU,2,114,20,117,0,160,2.67,"2006, 2005",2006,2005,,,,,,,,2,4,,,,3,z 3 lub więcej osobami,2,z innymi
9491,2018,9356,WAHADŁO FOUCAULT,2,0,30,1,25,55,0.92,"2013, 2017, 2011",2013,2017,2011,,,,,,,3,1,,,"zdjęcia, pokazuje coś koleżance",3,z 3 lub więcej osobami,2,z innymi
9492,2018,9357,ODWRÓCONE WAHADŁO FOUCAULT,2,1,30,1,46,16,0.27,G,G,,,,,,,,,1,1,,,,2,z inną osobą,2,z innymi
9493,2018,9358,SEKWOJA,2,1,51,2,15,24,0.4,G,G,,,,,,,,,1,2,,,,2,z inną osobą,2,z innymi
9494,2018,9359,MAGIA SZTUKI PREHISTORYCZNEJ,2,2,22,2,36,14,0.23,G,G,,,,,,,,,1,1,,,ściąga kolezankę do ekspotu i robi zdjęcia,2,z inną osobą,2,z innymi
9495,2018,9360,PRAWO ARCHIMEDESA,2,2,50,3,40,50,0.83,"2011, 2017",2011,2017,,,,,,,,2,3,,,,3,z 3 lub więcej osobami,2,z innymi
9496,2018,9361,ŚLADY  WODZIE,2,3,45,4,32,47,0.78,2003,2003,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
9497,2018,9362,ZAKRĘCONE CIECZE,2,4,44,4,57,13,0.22,"2003, 2004",2003,2004,,,,,,,,2,3,,,,3,z 3 lub więcej osobami,2,z innymi
9498,2018,9363,BĄBLE  START,2,5,3,5,34,31,0.52,"2003, 2004",2003,2004,,,,,,,,2,3,,,,3,z 3 lub więcej osobami,2,z innymi
9499,2018,9364,FALE,2,5,45,5,56,11,0.18,"2017, 2001",2017,2001,,,,,,,,2,2,,,,3,z 3 lub więcej osobami,2,z innymi
9500,2018,9365,TRÓJKĄT BERMUDZKI,2,6,3,6,23,20,0.33,"2011, 2017",2011,2017,,,,,,,,2,2,,,,3,z 3 lub więcej osobami,2,z innymi
9501,2018,9366,KSZTAŁTOWANIE TERENU,2,6,29,6,54,25,0.42,G,G,,,,,,,,,1,1,,,,2,z inną osobą,2,z innymi
9502,2018,9367,ALARM  STATKU,2,8,13,9,8,55,0.92,"2011, 2004",2011,2004,,,,,,,,2,1,,,próba wejścia bez kolejki,3,z 3 lub więcej osobami,2,z innymi
9503,2018,9368,MYDLA ŚCIA,2,9,46,10,33,47,0.78,"2011, 2004, 2017, 2013",2011,2004,2017,2013,,,,,,4,2,,,,3,z 3 lub więcej osobami,2,z innymi
9504,2018,9369,JEDEN Z MILIO,2,10,56,11,19,23,0.38,"2013, 2017, 2011",2013,2017,2011,,,,,,,3,2,,,,3,z 3 lub więcej osobami,2,z innymi
9505,2018,9370,MAŁE WIELKIE MASZYNY,2,11,23,12,58,95,1.58,G,G,,,,,,,,,1,3,,,stoi z  grupą i czeka,2,z inną osobą,2,z innymi
9506,2018,9371,SKLEPIENIA I ŁUKI,2,13,4,13,10,6,0.1,,,,,,,,,,,0,2,,,,1,sam/a,1,sam/a
9507,2018,9372,ROZETA,2,13,31,14,9,38,0.63,,,,,,,,,,,0,3,,,,1,sam/a,1,sam/a
9508,2018,9373,LASEROWA HARFA,2,14,16,15,25,69,1.15,G,G,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
9509,2018,9374,PLANETARIUM,3,15,36,19,29,233,3.88,"2004, 2011, 2013",2004,2011,2013,,,,,,,3,,,,zdjęcia ściany z zodiakami,3,z 3 lub więcej osobami,2,z innymi
9510,2018,9375,JA LATAM,2,21,13,22,24,71,1.18,"2017, 2011",2017,2011,,,,,,,,2,3,,,,3,z 3 lub więcej osobami,2,z innymi
9511,2018,9376,LUSTRZANE OKNO,2,22,29,22,30,1,0.02,"2017, 2011",2017,2011,,,,,,,,2,2,,,,3,z 3 lub więcej osobami,2,z innymi
9512,2018,9377,LUSTERECZKO POWIEDZ PRZECIE,2,23,0,23,29,29,0.48,"2017, 2011",2017,2011,,,,,,,,2,,,,,3,z 3 lub więcej osobami,2,z innymi
9513,2018,9378,ILU MASZ SOBOWTÓRÓW,2,23,39,24,52,73,1.22,"2017, 2011",2017,2011,,,,,,,,2,3,,,,3,z 3 lub więcej osobami,2,z innymi
9514,2018,9379,PRZYSTANEK SERCE - JAK BIJE SERCE,2,25,21,25,43,22,0.37,,,,,,,,,,,0,2,,,,1,sam/a,1,sam/a
9515,2018,9380,SILNIK ROŚLINNY,2,26,13,26,25,12,0.2,,,,,,,,,,,0,1,,,,1,sam/a,1,sam/a
9516,2018,9381,SAMSUNG I KROPKA,2,26,35,26,40,5,0.08,,,,,,,,,,,0,1,,,,1,sam/a,1,sam/a
9517,2018,9382,SIŁA SUGESTII,2,26,59,27,17,18,0.3,,,,,,,,,,,0,1,,,,1,sam/a,1,sam/a
9518,2018,9383,PIPEDREAM,2,28,57,29,26,29,0.48,,,,,,,,,,,0,1,,,ogląda ścianę i robi zdjęcia,1,sam/a,1,sam/a
9519,2018,9384,TWN,3,29,32,29,51,19,0.32,,,,,,,,,,,0,,,,,1,sam/a,1,sam/a
9520,2018,9385,TORDO,2,30,8,30,32,24,0.4,,,,,,,,,,,0,2,,,,1,sam/a,1,sam/a
9521,2018,9386,JAK WYKOPAĆ DOŁEK W WODZIE,2,30,46,31,18,32,0.53,"2008, 2022",2008,2022,,,,,,,,2,3,,,,3,z 3 lub więcej osobami,2,z innymi
9522,2018,9387,SKACZĄCA KULKA,2,31,26,31,42,16,0.27,"2008, 2022",2008,2022,,,,,,,,2,2,,,,3,z 3 lub więcej osobami,2,z innymi
9523,2018,9388,FALOWANIE I SKAKANIE,2,32,0,32,10,10,0.17,,,,,,,,,,,0,2,,,,1,sam/a,1,sam/a
9524,2018,9389,STÓŁ CHLADNIEGO,2,32,23,33,7,44,0.73,,,,,,,,,,,0,3,,,,1,sam/a,1,sam/a
9525,2018,9390,CHWIEJNY WALEC,2,33,17,33,45,28,0.47,,,,,,,,,,,0,3,,,,1,sam/a,1,sam/a
9526,2018,9391,ZOBACZ CIEPŁO,2,34,4,34,23,19,0.32,,,,,,,,,,,0,2,,,,1,sam/a,1,sam/a
9527,2018,9392,PRĘCIKI LISSAJOUS,2,34,28,34,50,22,0.37,"2004, 2013",2004,2013,,,,,,,,2,2,,,,3,z 3 lub więcej osobami,2,z innymi
9528,2018,9393,CZTERY PORY ROKU,2,34,54,35,6,12,0.2,"2004 ,2013",2004,2013,,,,,,,,2,,,,,3,z 3 lub więcej osobami,2,z innymi
9529,2018,9394,MAGNETYCZNY MOST,2,35,17,35,43,26,0.43,"2015, 2014, 2004",2015,2014,2004,,,,,,,3,2,,,,3,z 3 lub więcej osobami,2,z innymi
9530,2018,9395,ZBLIŻENIA. OD KOSMOSU PO ATOM,2,35,59,37,23,84,1.4,,,,,,,,,,,0,2,,,szuka zjomych,1,sam/a,1,sam/a
9531,2018,9396,INNE - SCHODY,1,38,2,39,0,58,0.97,,,,,,,,,,,0,,,,,1,sam/a,1,sam/a
9532,2018,9397,UTRZYMAJ PION,2,39,0,39,17,17,0.28,,,,,,,,,,,0,3,,,,1,sam/a,1,sam/a
9533,2018,9398,ŁAŃCUCH - LASSO,2,39,34,39,45,11,0.18,,,,,,,,,,,0,,,,,1,sam/a,1,sam/a
9534,2018,9399,INNE - SCHODY,1,40,55,41,20,25,0.42,,,,,,,,,,,0,,,,,1,sam/a,1,sam/a
9535,2018,9400,MAGIA SZTUKI PREHISTORYCZNEJ,2,41,26,41,48,22,0.37,,,,,,,,,,,0,2,,,,1,sam/a,1,sam/a
9536,2018,9401,KALEJDOSKOP XX WIEKU,2,41,50,42,2,12,0.2,,,,,,,,,,,0,1,,,,1,sam/a,1,sam/a
9537,2018,9402,KSZTAŁTOWANIE TERENU,2,42,33,43,20,47,0.78,,,,,,,,,,,0,3,,,,1,sam/a,1,sam/a
9538,2018,9403,ŚLUZY,2,43,28,44,5,37,0.62,,,,,,,,,,,0,2,,,,1,sam/a,1,sam/a
9539,2018,9404,EKSPOT WODNY,,44,13,45,29,76,1.27,,,,,,,,,,,0,2,,,chwilę przy różnych ekspotach,1,sam/a,1,sam/a
9540,2018,9405,RADAR ZAMIAST ŁOPATY,2,45,36,45,51,15,0.25,,,,,,,,,,,0,2,,,,1,sam/a,1,sam/a
9541,2018,9406,DŹWIĘKI RELIGII,2,46,0,46,53,53,0.88,,,,,,,,,,,0,3,,,sprawdza różne dźwięki,1,sam/a,1,sam/a
9542,2018,9407,CAMERA LUCIDA,2,46,59,47,13,14,0.23,,,,,,,,,,,0,2,,,,1,sam/a,1,sam/a
9543,2018,9408,PIONY W PLASTERKACH,2,47,22,47,33,11,0.18,,,,,,,,,,,0,2,,,,1,sam/a,1,sam/a
9544,2018,9409,INNE- SKLEPIK SCIENCE STORE,1,48,1,51,50,229,3.82,"2013, 2004",2013,2004,,,,,,,,2,,,,,3,z 3 lub więcej osobami,2,z innymi
9545,2018,9410,INNE - WEJSCIE,1,52,58,53,37,39,0.65,,,,,,,,,,,0,,,,,1,sam/a,1,sam/a
9546,2018,9411,WAHADŁO FOUCAULT,2,53,37,54,0,23,0.38,"2013, 2004",2013,2004,,,,,,,,2,2,,,,3,z 3 lub więcej osobami,2,z innymi
9547,2018,9412,ALARM  STATKU,2,54,59,57,32,153,2.55,"2017, 2011, 2013, 2004",2017,2011,2013,2004,,,,,,4,3,,,,3,z 3 lub więcej osobami,2,z innymi
9548,2018,9413,WAHADŁO FOUCAULT,2,57,45,61,17,212,3.53,"2011, 2017, 2013, 2004",2011,2017,2013,2004,,,,,,4,1,,,cieszy się z przewróconej pałki,3,z 3 lub więcej osobami,2,z innymi
9549,2018,9414,TWOJA LINIA ŚWIATA,2,61,54,63,13,79,1.32,2013,2013,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
9550,2018,9415,HIPERBOLA I SPÓŁKA,2,63,15,63,39,24,0.4,2013,2013,,,,,,,,,1,2,,,,2,z inną osobą,2,z innymi
9551,2018,9416,PRAWDZIWA GEOMETRIA TURY,2,63,44,63,58,14,0.23,,,,,,,,,,,0,2,,,,1,sam/a,1,sam/a
9552,2018,9417,ALARM  STATKU,2,64,8,65,47,99,1.65,G,G,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
9553,2018,9418,INNE- KĄCIK WYPOCZYNKOWY,1,66,12,85,20,1148,19.13,"2016, 2012, 2002, 2004",2016,2012,2002,2004,,,,,,4,,,,siedzą  ławce i rozmawiają,3,z 3 lub więcej osobami,2,z innymi
9554,2018,9419,ZWIERCIADLANY LABIRYNT,2,85,25,86,20,55,0.92,,,,,,,,,,,0,,,,,1,sam/a,1,sam/a
9555,2018,9420,INNE - SCHODY,1,87,8,88,12,64,1.07,,,,,,,,,,,0,,,,,1,sam/a,1,sam/a
9556,2018,9421,TWN,3,88,12,88,35,23,0.38,,,,,,,,,,,0,,,,,1,sam/a,1,sam/a
9557,2018,9422,INNE- SKLEPIK SCIENCE STORE,1,89,0,90,19,79,1.32,,,,,,,,,,,0,,,,,1,sam/a,1,sam/a
9558,2018,9423,TWN,3,91,1,93,26,145,2.42,,,,,,,,,,,0,,,,,1,sam/a,1,sam/a
9559,2018,9424,INNE - SCHODY,1,93,26,94,10,44,0.73,,,,,,,,,,,0,,,,,1,sam/a,1,sam/a
9560,2018,9425,INNE- SKLEPIK SCIENCE STORE,1,94,10,104,40,630,10.5,,,,,,,,,,,0,,,,kupuja mapę,1,sam/a,1,sam/a
9561,2018,9426,INNE - SCHODY,1,105,32,106,13,41,0.68,,,,,,,,,,,0,,,,,1,sam/a,1,sam/a
9562,3503,9640,MAJSTERNIA,3,3,30,17,1,811,13.52,,,,,,,,,,,0,,,,,1,sam/a,1,sam/a
9563,3503,9641,BICZE WODNE,2,17,34,17,40,6,0.1,"12, 20, 16, 9",3512,3520,3516,3509,,,,,,4,2,,,,3,z 3 lub więcej osobami,2,z innymi
9564,3503,9642,TRZY KULKI  SZNURKU,2,17,52,18,15,23,0.38,12,3512,,,,,,,,,1,1,,,,2,z inną osobą,2,z innymi
9565,3503,9643,DRABI JAKUBA,2,18,56,19,0,4,0.07,12,3512,,,,,,,,,1,1,,,,2,z inną osobą,2,z innymi
9566,3503,9644,TANIEC IGŁAMI,2,19,2,19,12,10,0.17,12,3512,,,,,,,,,1,2,,,,2,z inną osobą,2,z innymi
9567,3503,9645,DOMOWA ELEKTROWNIA,2,19,30,19,54,24,0.4,12,3512,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
9568,3503,9646,TORDO,2,20,1,20,20,19,0.32,12,3512,,,,,,,,,1,2,1,,,2,z inną osobą,2,z innymi
9569,3503,9647,JSZYBSZA ZJEŻDŻALNIA,2,20,54,21,21,27,0.45,12,3512,,,,,,,,,1,2,,,,2,z inną osobą,2,z innymi
9570,3503,9648,ZOBACZ CIEPŁO,2,21,38,21,49,11,0.18,12,3512,,,,,,,,,1,2,,,,2,z inną osobą,2,z innymi
9571,3503,9649,OBROTOWY STOLIK,2,22,30,23,5,35,0.58,12,3512,,,,,,,,,1,4,,,,2,z inną osobą,2,z innymi
9572,3503,9650,LASEROWA HARFA,2,25,6,25,10,4,0.07,12,3512,,,,,,,,,1,1,,,,2,z inną osobą,2,z innymi
9573,3503,9651,NURKOWANIE,2,25,32,25,46,14,0.23,12,3512,,,,,,,,,1,1,,,,2,z inną osobą,2,z innymi
9574,3503,9652,WAHADŁO FOUCAULT,2,25,55,26,15,20,0.33,12,3512,,,,,,,,,1,1,,,,2,z inną osobą,2,z innymi
9575,3503,9653,KOŁOWRÓT STUDZIENNY,2,26,28,27,46,78,1.3,12,3512,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
9576,3503,9654,PODAJ MI DŁOŃ,2,30,15,30,26,11,0.18,12,3512,,,,,,,,,1,2,,,,2,z inną osobą,2,z innymi
9577,3503,9655,MIESZANIE BARW RGB,2,36,40,36,49,9,0.15,12,3512,,,,,,,,,1,2,,,,2,z inną osobą,2,z innymi
9578,3503,9656,MIESZANIE BARW CMY,2,37,0,37,22,22,0.37,"9, 16, 20",3509,3516,3520,,,,,,,3,2,,,,3,z 3 lub więcej osobami,2,z innymi
9579,3503,9657,PRYZMAT GOETHEGO,2,37,49,38,0,11,0.18,"9, 16, 20",3509,3516,3520,,,,,,,3,2,,,,3,z 3 lub więcej osobami,2,z innymi
9580,3503,9658,MŁYŃSKIE KOŁO,2,38,36,41,21,165,2.75,"9, 16, 20",3509,3516,3520,,,,,,,3,3,,,,3,z 3 lub więcej osobami,2,z innymi
9581,3503,9659,BĘBNOSCYLOSKOP,2,42,11,42,31,20,0.33,"9, 16, 20",3509,3516,3520,,,,,,,3,2,,,,3,z 3 lub więcej osobami,2,z innymi
9582,3503,9660,INNE - STREFA WYPOCZYNKU,1,42,40,43,50,70,1.17,"9, 16, 20",3509,3516,3520,,,,,,,3,,,,,3,z 3 lub więcej osobami,2,z innymi
9583,3503,9661,UNIEŚ SAM SIEBIE,2,43,59,44,28,29,0.48,"9, 16, 20",3509,3516,3520,,,,,,,3,3,,,,3,z 3 lub więcej osobami,2,z innymi
9584,3503,9662,PRĄDY WIROWE,2,45,50,46,33,43,0.72,"9, 16, 20",3509,3516,3520,,,,,,,3,3,,,,3,z 3 lub więcej osobami,2,z innymi
9585,3503,9663,ALARM  STATKU,2,49,0,53,50,290,4.83,"9, 16, 20",3509,3516,3520,,,,,,,3,3,,,,3,z 3 lub więcej osobami,2,z innymi
9586,3503,9664,DŹWIĘKI RELIGII,2,55,1,55,18,17,0.28,"9, 16, 20",3509,3516,3520,,,,,,,3,3,,,,3,z 3 lub więcej osobami,2,z innymi
9587,3503,9665,REWOLUCJA RENESANSOWA,2,55,55,56,17,22,0.37,"9, 16, 20",3509,3516,3520,,,,,,,3,2,,,,3,z 3 lub więcej osobami,2,z innymi
9588,3503,9666,KSZTAŁTOWANIE TERENU,2,57,52,58,40,48,0.8,"9, 16, 20",3509,3516,3520,,,,,,,3,2,,,,3,z 3 lub więcej osobami,2,z innymi
9589,3503,9667,CHAOTYCZNE WAHADŁO,2,65,30,66,10,40,0.67,"9, 16, 20",3509,3516,3520,,,,,,,3,3,1,,,3,z 3 lub więcej osobami,2,z innymi
9590,3503,9668,ROWEROWE PRZEKRĘTY,2,66,15,66,40,25,0.42,16,3516,,,,,,,,,1,2,1,,,2,z inną osobą,2,z innymi
9591,3503,9669,PODWÓJNY ŻYROSKOP,2,66,56,67,1,5,0.08,16,3516,,,,,,,,,1,2,,,,2,z inną osobą,2,z innymi
9592,3503,9670,PIRUETY,2,67,15,67,40,25,0.42,16,3516,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
9593,3503,9671,NIESFOR WALIZKA,2,67,46,68,15,29,0.48,16,3516,,,,,,,,,1,4,,,,2,z inną osobą,2,z innymi
9594,3503,9672,MAGNETYCZNY MOST,2,68,31,68,50,19,0.32,16,3516,,,,,,,,,1,2,,,,2,z inną osobą,2,z innymi
9595,3503,9673,TANIEC IGŁAMI,2,69,25,69,33,8,0.13,16,3516,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
9596,3503,9674,DRABI JAKUBA,2,69,37,70,12,35,0.58,"9, 16, 20",3509,3516,3520,,,,,,,3,2,,,,3,z 3 lub więcej osobami,2,z innymi
9597,3503,9675,LEWITUJĄCY MAGNES,2,70,45,70,58,13,0.22,"9, 16, 20",3509,3516,3520,,,,,,,3,2,,,,3,z 3 lub więcej osobami,2,z innymi
9598,3503,9676,WAHADŁO FOUCAULT,2,77,17,77,30,13,0.22,"9, 16, 20",3509,3516,3520,,,,,,,3,1,,,,3,z 3 lub więcej osobami,2,z innymi
9599,3503,9677,ODWRÓCONE WAHADŁO FOUCAULT,2,77,41,77,54,13,0.22,"9, 16, 20",3509,3516,3520,,,,,,,3,1,,,,3,z 3 lub więcej osobami,2,z innymi
9600,3503,9678,ALARM  STATKU,2,88,20,90,23,123,2.05,"9, 16, 20",3509,3516,3520,,,,,,,3,3,,,,3,z 3 lub więcej osobami,2,z innymi
9601,3503,9679,MYDLA ŚCIA,2,90,37,91,35,58,0.97,20,3520,,,,,,,,,1,2,,,,2,z inną osobą,2,z innymi
9602,3503,9680,ZAPISY LICZBOWE,2,91,41,92,32,51,0.85,20,3520,,,,,,,,,1,2,1,,,2,z inną osobą,2,z innymi
9603,3503,9681,CIŚNIENIE WODY,2,92,46,95,40,174,2.9,20,3520,,,,,,,,,1,4,,,,2,z inną osobą,2,z innymi
9604,3507,9682,ALARM  STATKU,2,1,50,8,25,395,6.58,20,3520,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
9605,3507,9683,NURKOWANIE,2,8,25,8,50,25,0.42,,,,,,,,,,,0,3,,,,1,sam/a,1,sam/a
9606,3507,9684,ALARM  STATKU,2,8,50,10,30,100,1.67,,,,,,,,,,,0,3,,,,1,sam/a,1,sam/a
9607,3507,9685,MYDLA ŚCIA,2,10,30,11,40,70,1.17,,,,,,,,,,,0,2,,,,1,sam/a,1,sam/a
9608,3507,9686,ODWRÓCONE WAHADŁO FOUCAULT,2,11,40,12,10,30,0.5,11,3511,,,,,,,,,1,2,,,,2,z inną osobą,2,z innymi
9609,3507,9687,WAHADŁO FOUCAULT,2,15,30,15,55,25,0.42,11,3511,,,,,,,,,1,1,,,,2,z inną osobą,2,z innymi
9610,3507,9688,PIPEDREAM,2,17,0,17,30,30,0.5,11,3511,,,,,,,,,1,2,,,,2,z inną osobą,2,z innymi
9611,3507,9689,DRGAJĄCE PIERŚCIENIE,2,18,10,18,30,20,0.33,11,3511,,,,,,,,,1,2,,,,2,z inną osobą,2,z innymi
9612,3507,9690,OKNO KOPERNIKA,2,18,55,19,5,10,0.17,21,3521,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
9613,3507,9691,MŁYŃSKIE KOŁO,2,19,17,21,25,128,2.13,"21, 11",3521,3511,,,,,,,,2,3,,,,3,z 3 lub więcej osobami,2,z innymi
9614,3507,9692,UNIEŚ SAM SIEBIE,2,21,25,21,45,20,0.33,"11, 12",3511,3512,,,,,,,,2,2,,,,3,z 3 lub więcej osobami,2,z innymi
9615,3507,9693,MŁYŃSKIE KOŁO,2,21,45,23,5,80,1.33,,,,,,,,,,,0,2,,,,1,sam/a,1,sam/a
9616,3507,9694,WCIĄGAJĄCE SKRZYDŁO,2,23,5,23,20,15,0.25,"11, 12",3511,3512,,,,,,,,2,2,,,,3,z 3 lub więcej osobami,2,z innymi
9617,3507,9695,WISZĄCE PIŁKI,2,23,25,24,15,50,0.83,"11, 12",3511,3512,,,,,,,,2,3,,,,3,z 3 lub więcej osobami,2,z innymi
9618,3507,9696,JSZYBSZA ZJEŻDŻALNIA,2,24,20,25,50,90,1.5,"11, 12",3511,3512,,,,,,,,2,2,,,,3,z 3 lub więcej osobami,2,z innymi
9619,3507,9697,OKNO KOPERNIKA,2,25,50,26,45,55,0.92,"11, 12",3511,3512,,,,,,,,2,3,,,,3,z 3 lub więcej osobami,2,z innymi
9620,3507,9698,LATAJĄCY DYWAN,2,26,45,28,27,102,1.7,"11, 12",3511,3512,,,,,,,,2,3,,,,3,z 3 lub więcej osobami,2,z innymi
9621,3507,9699,NIESFOR WALIZKA,2,29,0,29,20,20,0.33,,,,,,,,,,,0,3,,,,1,sam/a,1,sam/a
9622,3507,9700,PIPEDREAM,2,29,20,29,45,25,0.42,,,,,,,,,,,0,2,,,,1,sam/a,1,sam/a
9623,3507,9701,CHAOTYCZNE WAHADŁO,2,29,45,30,10,25,0.42,,,,,,,,,,,0,3,,,,1,sam/a,1,sam/a
9624,3507,9702,TRZY KULKI  SZNURKU,2,31,20,32,30,70,1.17,11,3511,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
9625,3507,9703,KOSMICZNY ŚMIETNIK,2,32,40,36,5,205,3.42,11,3511,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
9626,3507,9704,LABORATORIUM,3,36,35,37,20,45,0.75,"11, 12",3511,3512,,,,,,,,2,,,,,3,z 3 lub więcej osobami,2,z innymi
9627,3507,9705,ŻÓŁTE ŚWIATŁO,2,38,20,39,5,45,0.75,,,,,,,,,,,0,2,,1,,1,sam/a,1,sam/a
9628,3507,9706,POROZMAWIAJMY O KOLORACH,2,39,5,39,20,15,0.25,"4, 14",3504,3514,,,,,,,,2,3,,,,3,z 3 lub więcej osobami,2,z innymi
9629,3507,9707,OKO,2,39,40,40,20,40,0.67,4,3504,,,,,,,,,1,2,,1,,2,z inną osobą,2,z innymi
9630,3507,9708,UKRYTA PERSPEKTYWA,2,40,30,41,30,60,1,"4, 14",3504,3514,,,,,,,,2,3,,,,3,z 3 lub więcej osobami,2,z innymi
9631,3507,9709,KOSMICZNY ŚMIETNIK,2,42,30,44,30,120,2,"11, 12",3511,3512,,,,,,,,2,2,,,,3,z 3 lub więcej osobami,2,z innymi
9632,3507,9710,PRZESŁUCHANIE,2,45,10,46,20,70,1.17,"4, 24, 22, 11",3504,3524,3522,3511,,,,,,4,3,,,,3,z 3 lub więcej osobami,2,z innymi
9633,3507,9711,MIESZANIE BARW RGB,2,46,40,48,5,85,1.42,"12, 11",3512,3511,,,,,,,,2,3,,,,3,z 3 lub więcej osobami,2,z innymi
9634,3507,9712,HEŁMY DYFRAKCYJNE,2,48,5,48,25,20,0.33,"12, 11",3512,3511,,,,,,,,2,2,,,,3,z 3 lub więcej osobami,2,z innymi
9635,3507,9713,LASEROWY PODSŁUCH,2,48,25,48,55,30,0.5,"12, 11",3512,3511,,,,,,,,2,2,,,,3,z 3 lub więcej osobami,2,z innymi
9636,3507,9714,PALISADA ROGETA,2,48,55,49,20,25,0.42,"12, 11",3512,3511,,,,,,,,2,3,,,,3,z 3 lub więcej osobami,2,z innymi
9637,3507,9715,LASEROWY PODSŁUCH,2,49,20,49,43,23,0.38,"12, 11",3512,3511,,,,,,,,2,1,,,,3,z 3 lub więcej osobami,2,z innymi
9638,3507,9716,BILARD ŚWIETLNY,2,51,30,53,13,103,1.72,"12, 11",3512,3511,,,,,,,,2,3,,,,3,z 3 lub więcej osobami,2,z innymi
9639,3507,9717,,,54,0,54,40,40,0.67,"12, 11",3512,3511,,,,,,,,2,,,,,3,z 3 lub więcej osobami,2,z innymi
9640,3507,9718,KOLOROWE CIENIE,2,55,0,55,25,25,0.42,,,,,,,,,,,0,2,,,,1,sam/a,1,sam/a
9641,3507,9719,KRES,2,60,0,61,0,60,1,,,,,,,,,,,0,3,,,,1,sam/a,1,sam/a
9642,3507,9720,ALARM  STATKU,2,64,50,68,0,190,3.17,,,,,,,,,,,0,3,,,,1,sam/a,1,sam/a
9643,3507,9721,ILU MASZ SOBOWTÓRÓW,2,73,55,74,15,20,0.33,,,,,,,,,,,0,2,,,,1,sam/a,1,sam/a
9644,3507,9722,SZYBKOŚĆ REAKCJI,2,74,50,75,30,40,0.67,,,,,,,,,,,0,3,,,,1,sam/a,1,sam/a
9645,3507,9723,SŁUCH,2,76,10,78,0,110,1.83,,,,,,,,,,,0,3,,,,1,sam/a,1,sam/a
9646,3507,9724,KRZYK,2,78,0,78,50,50,0.83,"20, 22",3520,3522,,,,,,,,2,3,,,,3,z 3 lub więcej osobami,2,z innymi
9647,3507,9725,ŚCISKANIE,2,78,50,80,0,70,1.17,,,,,,,,,,,0,1,,,,1,sam/a,1,sam/a
9648,3507,9726,CZŁOWIEK UKŁADANKA,2,80,0,81,0,60,1,,,,,,,,,,,0,3,,,,1,sam/a,1,sam/a
9649,3507,9727,POJEDYNEK FAL MÓZGOWYCH,2,81,0,81,55,55,0.92,12,3512,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
9650,3507,9728,GŁADKO TO PRZEŁKNIJ,2,82,0,82,23,23,0.38,12,3512,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
