Zanieczyszczenie,Warszawa PM10 [ug/m3],Kraków PM10 [ug/m3]
2013-02-21,"67.4","59.0"
2013-02-22,"49.6","60.1"
2013-02-23,"32.2","59.5"
2013-02-24,"29.5","43.9"
2013-02-25,"29.0","46.6"
2013-02-26,"40.4","36.4"
2013-02-27,"81.8","57.7"
2013-02-28,"47.0","123.7"
2013-03-01,"27.9","66.4"
2013-03-02,"22.4","45.2"
2013-03-03,"22.7","41.9"
2013-03-04,"41.0","98.3"
2013-03-05,"52.4","104.7"
2013-03-06,"68.9","53.0"
2013-03-07,"77.7","72.4"
2013-03-08,"18.3","39.3"
2013-03-09,"12.4","34.5"
2013-03-10,"17.5","60.8"
2013-03-11,"24.6","60.2"
2013-03-12,"47.4","64.2"
2013-03-13,"42.5","73.0"
2013-03-14,"42.6","48.6"
2013-03-15,"27.7","25.3"
2013-03-16,"29.9","58.9"
2013-03-17,"29.1","124.3"
2013-03-18,"32.0","61.9"
2013-03-19,"30.4","42.2"
2013-03-20,"52.3","67.9"
2013-03-21,"75.8","81.0"
2013-03-22,"28.0","38.9"
2013-03-23,"22.3","48.5"
2013-03-24,"34.4","77.8"
2013-03-25,"35.0","67.0"
2013-03-26,"27.0","37.0"
2013-03-27,"39.3","32.1"
2013-03-28,"22.8","32.5"
2013-03-29,"29.5","98.2"
2013-03-30,"55.5","116.0"
2013-03-31,"45.8","47.4"
2013-04-01,"22.5","38.7"
2013-04-02,"36.6","69.2"
2013-04-03,"24.2","27.0"
2013-04-04,"24.9","46.0"
2013-04-05,"48.4","94.2"
2013-04-06,"34.1","50.6"
2013-04-07,"46.8","58.7"
2013-04-08,"64.6","69.6"
2013-04-09,"29.5","69.3"
2013-04-10,"43.8","67.9"
2013-04-11,"69.0","83.9"
2013-04-12,"45.0","43.7"
2013-04-13,"30.4","27.3"
2013-04-14,"25.5","28.0"
2013-04-15,"31.9","43.9"
2013-04-16,"34.4","62.9"
2013-04-17,"71.2","86.9"
2013-04-18,"67.4","75.3"
2013-04-19,"70.2","60.8"
2013-04-20,"51.4","44.2"
2013-04-21,"20.9","27.5"
2013-04-22,"32.3","76.0"
2013-04-23,"66.9","78.5"
2013-04-24,"49.3","64.4"
2013-04-25,"70.1","65.5"
2013-04-26,"70.1","57.2"
2013-04-27,"54.7","58.3"
2013-04-28,"59.4","31.5"
2013-04-29,"41.2","37.8"
2013-04-30,"41.7","43.3"
2013-05-01,"24.2","37.5"
2013-05-02,"25.6","49.0"
2013-05-03,"29.6","30.1"
2013-05-04,"36.5","33.3"
2013-05-05,"40.5","42.2"
2013-05-06,"21.2","60.9"
2013-05-07,"27.1","47.5"
2013-05-08,"36.9","54.1"
2013-05-09,"54.3","53.8"
2013-05-10,"64.1","49.2"
2013-05-11,"32.0","35.8"
2013-05-12,"26.0","18.6"
2013-05-13,"30.5","26.7"
2013-05-14,"37.8","46.2"
2013-05-15,"39.2","44.0"
2013-05-16,"46.2","40.5"
2013-05-17,"37.7","51.8"
2013-05-18,"32.2","36.0"
2013-05-19,"28.0","30.2"
2013-05-20,"39.9","41.1"
2013-05-21,"34.6","25.3"
2013-05-22,"34.1","27.8"
2013-05-23,"24.8","21.4"
2013-05-24,"24.6","18.4"
2013-05-25,"18.7","32.6"
2013-05-26,"23.1","29.0"
2013-05-27,"35.3","19.3"
2013-05-28,"14.1","22.8"
2013-05-29,"22.9","35.8"
2013-05-30,"29.3","30.2"
2013-05-31,"31.2","23.8"
2013-06-01,"28.2","19.5"
2013-06-02,"31.1","28.4"
2013-06-03,"40.2","18.6"
2013-06-04,"40.4","20.1"
2013-06-05,"43.0","16.6"
2013-06-06,"52.8","29.5"
2013-06-07,"60.6","29.3"
2013-06-08,"61.0",
2013-06-09,"58.3",
2013-06-10,"54.3","24.3"
2013-06-11,"45.1","18.0"
2013-06-12,"49.0","27.9"
2013-06-13,"62.4","29.6"
2013-06-14,"48.3","26.4"
2013-06-15,"37.4","33.0"
2013-06-16,"34.1","30.4"
2013-06-17,"36.6","48.0"
2013-06-18,"29.0","49.3"
2013-06-19,"30.8","40.4"
2013-06-20,"34.4","58.8"
2013-06-21,"45.0","44.6"
2013-06-22,"37.2","25.5"
2013-06-23,"28.3","21.8"
2013-06-24,"35.9","20.2"
2013-06-25,"24.3","14.3"
2013-06-26,"15.6","13.4"
2013-06-27,"28.7","19.1"
2013-06-28,"32.4","15.4"
2013-06-29,"38.3","22.8"
2013-06-30,"23.0","21.8"
2013-07-01,"28.1","28.4"
2013-07-02,"42.6","34.4"
2013-07-03,"43.0","32.4"
2013-07-04,"43.2","39.3"
2013-07-05,"61.0","37.1"
2013-07-06,"27.5","18.5"
2013-07-07,"19.3","21.0"
2013-07-08,"31.6","21.0"
2013-07-09,"39.5","36.6"
2013-07-10,"47.2","35.0"
2013-07-11,"29.1","19.7"
2013-07-12,"26.7","15.9"
2013-07-13,"15.0","15.5"
2013-07-14,"19.4","19.7"
2013-07-15,"23.0","17.8"
2013-07-16,"25.5","28.3"
2013-07-17,"33.2","31.1"
2013-07-18,"40.1","30.6"
2013-07-19,"31.2","32.0"
2013-07-20,"17.4","19.8"
2013-07-21,"17.7","15.4"
2013-07-22,"27.8","20.4"
2013-07-23,"24.8","22.1"
2013-07-24,"22.5","23.0"
2013-07-25,"34.8","37.2"
2013-07-26,"45.2","38.7"
2013-07-27,"49.6","36.7"
2013-07-28,"59.1","32.5"
2013-07-29,"43.3","33.9"
2013-07-30,"30.3","25.3"
2013-07-31,"32.7","22.9"
2013-08-01,"33.5","24.6"
2013-08-02,"34.0","41.1"
2013-08-03,"28.1","34.2"
2013-08-04,"32.8","27.2"
2013-08-05,,"33.6"
2013-08-06,,"44.2"
2013-08-07,,"45.2"
2013-08-08,,"43.0"
2013-08-09,,"32.0"
2013-08-10,,"23.8"
2013-08-11,,"20.2"
2013-08-12,,"27.6"
2013-08-13,,"26.6"
2013-08-14,"33.5","28.5"
2013-08-15,"25.9","27.5"
2013-08-16,"46.6","39.6"
2013-08-17,"37.9","54.2"
2013-08-18,"44.8","28.3"
2013-08-19,"53.4","37.6"
2013-08-20,"38.0","19.1"
2013-08-21,"27.5","15.0"
2013-08-22,"35.3","24.2"
2013-08-23,"34.4","31.0"
2013-08-24,"26.1","36.0"
2013-08-25,"20.1","29.5"
2013-08-26,"21.9","34.2"
2013-08-27,"27.6","32.1"
2013-08-28,"25.1","41.9"
2013-08-29,"40.9","40.6"
2013-08-30,"53.6",
2013-08-31,"52.6",
2013-09-01,"29.8",
2013-09-02,"21.0","27.1"
2013-09-03,"26.3","13.2"
2013-09-04,"34.1","35.4"
2013-09-05,"35.1","35.2"
2013-09-06,"34.3","40.8"
2013-09-07,"29.6","48.5"
2013-09-08,"23.6","43.6"
2013-09-09,"35.8","51.3"
2013-09-10,"35.8","33.2"
2013-09-11,"38.6","20.2"
2013-09-12,"42.7","29.6"
2013-09-13,"41.8","25.2"
2013-09-14,"34.6","18.5"
2013-09-15,"34.8","16.5"
2013-09-16,"37.3","25.3"
2013-09-17,"28.3","13.9"
2013-09-18,"40.7","19.2"
2013-09-19,"31.3","18.0"
2013-09-20,"27.5","21.9"
2013-09-21,"24.3","24.2"
2013-09-22,"23.3","25.2"
2013-09-23,"21.9","11.7"
2013-09-24,"17.1","13.4"
2013-09-25,"30.5","21.7"
2013-09-26,"32.0","23.7"
2013-09-27,"31.3","30.0"
2013-09-28,"36.4","47.3"
2013-09-29,,"39.3"
2013-09-30,,"38.8"
2013-10-01,,"25.9"
2013-10-02,,"22.8"
2013-10-03,"34.6","36.2"
2013-10-04,"34.7","46.3"
2013-10-05,"23.8","75.4"
2013-10-06,"46.4","77.1"
2013-10-07,"36.6","71.2"
2013-10-08,"28.2","90.1"
2013-10-09,"49.2","109.5"
2013-10-10,"54.0","59.5"
2013-10-11,"30.3","48.5"
2013-10-12,"12.3","52.2"
2013-10-13,"20.3","36.4"
2013-10-14,"40.7","42.8"
2013-10-15,"36.8","76.2"
2013-10-16,"27.6","48.6"
2013-10-17,"27.5","34.5"
2013-10-18,"13.2","14.7"
2013-10-19,"17.2","60.8"
2013-10-20,"36.1","59.6"
2013-10-21,"26.2","42.3"
2013-10-22,"34.7","59.4"
2013-10-23,"53.2","72.5"
2013-10-24,"51.6","49.2"
2013-10-25,"59.6","67.5"
2013-10-26,"57.5","45.3"
2013-10-27,"31.5","36.1"
2013-10-28,"33.8","16.3"
2013-10-29,"47.7","25.2"
2013-10-30,"48.2","27.8"
2013-10-31,"72.8","55.2"
2013-11-01,"51.4","73.1"
2013-11-02,"51.2","60.5"
2013-11-03,"20.3","17.6"
2013-11-04,"20.8","16.8"
2013-11-05,"40.7","25.5"
2013-11-06,"40.8","18.4"
2013-11-07,"37.0","19.2"
2013-11-08,"20.5","53.5"
2013-11-09,"33.5","47.8"
2013-11-10,"26.9","19.0"
2013-11-11,"36.2","24.5"
2013-11-12,"49.9","33.0"
2013-11-13,"54.1","69.0"
2013-11-14,"51.8","48.2"
2013-11-15,"72.8","90.0"
2013-11-16,"49.7","98.3"
2013-11-17,"30.9","57.5"
2013-11-18,"23.1","68.0"
2013-11-19,"48.1","83.0"
2013-11-20,"58.5","72.9"
2013-11-21,"54.1","47.2"
2013-11-22,"35.5","70.5"
2013-11-23,"69.9","49.5"
2013-11-24,"23.7","21.6"
2013-11-25,"26.5","12.3"
2013-11-26,"40.9","16.2"
2013-11-27,"50.0","44.7"
2013-11-28,"26.2","37.8"
2013-11-29,"44.0","29.8"
2013-11-30,"33.0","26.3"
2013-12-01,"23.5","22.9"
2013-12-02,"38.6","51.7"
2013-12-03,"75.6","152.1"
2013-12-04,"58.7","87.3"
2013-12-05,"30.0","30.0"
2013-12-06,"14.2","15.0"
2013-12-07,"13.6","17.5"
2013-12-08,"33.9","36.2"
2013-12-09,"26.4","15.6"
2013-12-10,"58.2","67.4"
2013-12-11,"60.1","69.7"
2013-12-12,"58.0","40.7"
2013-12-13,"63.6","75.1"
2013-12-14,"60.7","66.0"
2013-12-15,"44.8","37.2"
2013-12-16,"52.2","97.9"
2013-12-17,"87.2","108.6"
2013-12-18,"100.1","86.2"
2013-12-19,"86.4","140.9"
2013-12-20,"118.4","90.4"
2013-12-21,"46.8","88.5"
2013-12-22,,"133.0"
2013-12-23,,"73.2"
2013-12-24,"39.3","45.7"
2013-12-25,"28.3","22.8"
2013-12-26,"24.9","24.7"
2013-12-27,"55.6","86.5"
2013-12-28,"55.2","97.9"
2013-12-29,"44.7","48.9"
2013-12-30,"71.9","100.4"
2013-12-31,"65.8","89.7"
2014-01-01,"47.7","97.4"
2014-01-02,"59.5","113.8"
2014-01-03,"65.8","175.2"
2014-01-04,"57.1","136.0"
2014-01-05,"43.9","69.9"
2014-01-06,"30.8","59.0"
2014-01-07,"61.0","139.3"
2014-01-08,"43.3","81.8"
2014-01-09,"45.9","90.1"
2014-01-10,"18.5","25.4"
2014-01-11,"29.6","35.5"
2014-01-12,"13.8","15.8"
2014-01-13,"48.6","43.4"
2014-01-14,"41.9","99.0"
2014-01-15,"40.8","57.0"
2014-01-16,"36.5","73.6"
2014-01-17,"45.8","121.2"
2014-01-18,"44.7","67.8"
2014-01-19,"23.5","37.7"
2014-01-20,"15.6","21.8"
2014-01-21,"20.5","29.2"
2014-01-22,"39.0","39.4"
2014-01-23,"92.8","56.9"
2014-01-24,"46.3","47.5"
2014-01-25,"33.3","33.0"
2014-01-26,"22.5","54.0"
2014-01-27,"26.1","65.7"
2014-01-28,"25.4","40.4"
2014-01-29,"17.5","42.2"
2014-01-30,"34.8","42.8"
2014-01-31,"38.6","57.2"
2014-02-01,"41.8","60.2"
2014-02-02,"40.6","72.5"
2014-02-03,"72.6","128.0"
2014-02-04,"75.4","190.4"
2014-02-05,"66.2","107.1"
2014-02-06,"66.8","99.6"
2014-02-07,"57.7","124.1"
2014-02-08,"42.7","84.4"
2014-02-09,"57.4","64.7"
2014-02-10,"61.0","49.5"
2014-02-11,"44.2","36.7"
2014-02-12,"60.4","64.0"
2014-02-13,"41.5","99.5"
2014-02-14,"37.5","52.2"
2014-02-15,"34.3","74.7"
2014-02-16,"32.3","58.9"
2014-02-17,"41.4","69.0"
2014-02-18,"73.2","140.8"
2014-02-19,"72.0","113.4"
2014-02-20,"69.7","89.0"
2014-02-21,"65.6","133.5"
2014-02-22,"67.4","78.1"
2014-02-23,"75.7","75.7"
2014-02-24,"44.3","72.6"
2014-02-25,"31.1","61.0"
2014-02-26,"47.0","81.0"
2014-02-27,"55.2","142.2"
2014-02-28,"50.6","126.8"
2014-03-01,"63.0","83.9"
2014-03-02,"44.0","87.6"
2014-03-03,"32.3","45.1"
2014-03-04,"31.4","42.7"
2014-03-05,"35.6","40.2"
2014-03-06,"55.8","44.5"
2014-03-07,"45.3","47.6"
2014-03-08,"75.6","45.6"
2014-03-09,"79.8","62.6"
2014-03-10,"61.6","62.2"
2014-03-11,"102.9","127.7"
2014-03-12,"102.2","93.7"
2014-03-13,"97.1","137.0"
2014-03-14,"83.0","139.9"
2014-03-15,"42.4","71.9"
2014-03-16,"15.2","12.5"
2014-03-17,"18.6","19.5"
2014-03-18,"33.1","41.0"
2014-03-19,"41.6","22.3"
2014-03-20,"58.4","57.3"
2014-03-21,"52.3","61.1"
2014-03-22,"54.5","45.8"
2014-03-23,"50.5","38.7"
2014-03-24,"39.2","25.9"
2014-03-25,"32.5","42.7"
2014-03-26,"52.6","75.2"
2014-03-27,"50.4","52.8"
2014-03-28,"64.3","61.8"
2014-03-29,"35.2","84.1"
2014-03-30,"79.4","81.7"
2014-03-31,"84.6","79.1"
2014-04-01,"25.3","66.5"
2014-04-02,"38.2","54.4"
2014-04-03,"53.9","77.8"
2014-04-04,"33.5","52.8"
2014-04-05,"21.4","44.0"
2014-04-06,"50.8","50.8"
2014-04-07,"76.9","63.0"
2014-04-08,"65.5","43.7"
2014-04-09,"27.3","20.2"
2014-04-10,"26.9","21.8"
2014-04-11,"39.2","46.2"
2014-04-12,"57.3","52.1"
2014-04-13,"49.0","54.8"
2014-04-14,"41.7","35.7"
2014-04-15,"27.5","20.2"
2014-04-16,"32.3","19.1"
2014-04-17,"41.3","27.7"
2014-04-18,"43.6","46.8"
2014-04-19,"39.2","40.0"
2014-04-20,"27.1","24.5"
2014-04-21,"26.4","24.5"
2014-04-22,"40.7","35.8"
2014-04-23,"52.9","42.3"
2014-04-24,"34.1","39.4"
2014-04-25,"29.4","30.8"
2014-04-26,"30.4","17.1"
2014-04-27,"36.8","24.1"
2014-04-28,"37.6","26.8"
2014-04-29,"46.1","25.1"
2014-04-30,"67.6","45.9"
2014-05-01,"43.0","46.6"
2014-05-02,"13.6","37.6"
2014-05-03,"11.6","15.2"
2014-05-04,"19.3","14.9"
2014-05-05,"21.1","29.3"
2014-05-06,"19.4","44.9"
2014-05-07,"31.1","32.5"
2014-05-08,"32.1","23.9"
2014-05-09,"27.5","32.2"
2014-05-10,"18.5","32.0"
2014-05-11,"17.0","15.7"
2014-05-12,"25.9","16.7"
2014-05-13,"38.0","16.3"
2014-05-14,"43.1","14.0"
2014-05-15,"31.2","11.5"
2014-05-16,"19.2","8.5"
2014-05-17,"29.3","15.1"
2014-05-18,"32.9","20.2"
2014-05-19,"36.7","18.0"
2014-05-20,"54.4","27.5"
2014-05-21,"37.7","20.9"
2014-05-22,"33.0","29.8"
2014-05-23,"40.2","39.9"
2014-05-24,"38.9","36.0"
2014-05-25,"43.1","20.1"
2014-05-26,"34.7","26.9"
2014-05-27,"28.3","29.8"
2014-05-28,"26.1","21.8"
2014-05-29,"26.2","11.8"
2014-05-30,"49.2","18.2"
2014-05-31,"35.3","27.3"
2014-06-01,"21.6","16.2"
2014-06-02,"34.0","12.5"
2014-06-03,"47.0","16.4"
2014-06-04,"33.6","22.2"
2014-06-05,"41.1","24.8"
2014-06-06,"39.4","24.7"
2014-06-07,"46.2","35.7"
2014-06-08,"45.7","29.8"
2014-06-09,"53.0","33.6"
2014-06-10,"36.1","42.9"
2014-06-11,"39.8","26.8"
2014-06-12,"45.4","25.6"
2014-06-13,"30.7","18.7"
2014-06-14,"23.3","14.8"
2014-06-15,"22.5","19.2"
2014-06-16,"45.0","26.2"
2014-06-17,"35.7","23.5"
2014-06-18,"36.9","25.1"
2014-06-19,"27.7","19.0"
2014-06-20,"21.2","17.0"
2014-06-21,"22.2","17.9"
2014-06-22,"14.7","12.5"
2014-06-23,"22.3","18.0"
2014-06-24,"32.8","27.9"
2014-06-25,"23.5","22.2"
2014-06-26,"32.5","12.3"
2014-06-27,"39.2","39.3"
2014-06-28,"28.6","37.3"
2014-06-29,"24.8","21.4"
2014-06-30,"29.6","10.6"
2014-07-01,"29.4","17.1"
2014-07-02,"36.2","17.3"
2014-07-03,"38.6","21.6"
2014-07-04,"43.3","23.1"
2014-07-05,"26.8","28.5"
2014-07-06,"34.4","22.2"
2014-07-07,"36.8","29.1"
2014-07-08,"34.2","33.4"
2014-07-09,"35.4","23.0"
2014-07-10,"31.9","10.6"
2014-07-11,"22.0","15.0"
2014-07-12,"15.6","14.8"
2014-07-13,"25.2","16.0"
2014-07-14,"38.9","20.1"
2014-07-15,"46.2","22.8"
2014-07-16,"39.8","23.2"
2014-07-17,"31.4","26.9"
2014-07-18,"45.2","31.5"
2014-07-19,"29.4","31.6"
2014-07-20,"23.3","26.8"
2014-07-21,"25.5","23.5"
2014-07-22,"23.8","24.4"
2014-07-23,"28.4","24.2"
2014-07-24,"27.3","19.7"
2014-07-25,"37.5","28.5"
2014-07-26,"32.7","29.3"
2014-07-27,"30.0","29.8"
2014-07-28,"37.0","30.9"
2014-07-29,"43.8","32.2"
2014-07-30,"35.4","24.8"
2014-07-31,"49.8","31.2"
2014-08-01,"28.7","34.6"
2014-08-02,"39.7","29.9"
2014-08-03,"39.0","23.9"
2014-08-04,"43.6","21.0"
2014-08-05,"36.4","21.9"
2014-08-06,"32.9","12.5"
2014-08-07,"38.6","20.2"
2014-08-08,"34.4","24.1"
2014-08-09,"27.4","21.6"
2014-08-10,"39.4","16.6"
2014-08-11,"37.9","22.6"
2014-08-12,"33.5","18.5"
2014-08-13,"31.5","21.9"
2014-08-14,,"13.5"
2014-08-15,,"14.9"
2014-08-16,,"11.4"
2014-08-17,,"14.4"
2014-08-18,,"16.2"
2014-08-19,"30.4","15.6"
2014-08-20,"45.7","19.5"
2014-08-21,"56.8","16.5"
2014-08-22,"37.1","25.0"
2014-08-23,"42.4","30.0"
2014-08-24,"21.6","10.5"
2014-08-25,"23.9","14.5"
2014-08-26,"32.2","16.0"
2014-08-27,"37.4","19.4"
2014-08-28,"29.3","20.5"
2014-08-29,"45.8","25.8"
2014-08-30,"49.2","28.9"
2014-08-31,"34.4","23.3"
2014-09-01,"22.4","23.4"
2014-09-02,"22.1","28.6"
2014-09-03,"24.1","30.1"
2014-09-04,"27.6","30.4"
2014-09-05,"33.8","36.9"
2014-09-06,"43.2","61.3"
2014-09-07,"46.6","31.5"
2014-09-08,"60.9","27.3"
2014-09-09,"65.5","28.5"
2014-09-10,"50.4","28.5"
2014-09-11,,"35.2"
2014-09-12,,"38.7"
2014-09-13,,"42.5"
2014-09-14,,"35.6"
2014-09-15,,"52.0"
2014-09-16,,"43.1"
2014-09-17,,"45.0"
2014-09-18,,"51.2"
2014-09-19,,"49.3"
2014-09-20,,"45.6"
2014-09-21,,"30.2"
2014-09-22,,"16.2"
2014-09-23,"24.6","15.6"
2014-09-24,"29.3","30.0"
2014-09-25,"38.3","32.9"
2014-09-26,"42.8","22.4"
2014-09-27,"28.3","29.0"
2014-09-28,"39.6","37.7"
2014-09-29,"65.5","48.0"
2014-09-30,"62.9","44.9"
2014-10-01,"33.2","54.3"
2014-10-02,"35.6","29.2"
2014-10-03,"53.4","44.1"
2014-10-04,"62.7","63.2"
2014-10-05,"50.2","57.4"
2014-10-06,"56.7","83.5"
2014-10-07,"47.7","53.8"
2014-10-08,"40.6","35.2"
2014-10-09,"39.4","46.1"
2014-10-10,"67.3","56.4"
2014-10-11,"58.9","93.0"
2014-10-12,"60.0","48.1"
2014-10-13,"46.7","67.0"
2014-10-14,"63.8","48.8"
2014-10-15,"52.8","36.1"
2014-10-16,"50.4","41.0"
2014-10-17,"50.6","28.9"
2014-10-18,"37.8","55.2"
2014-10-19,"32.7","33.4"
2014-10-20,"27.1","25.8"
2014-10-21,"26.8","65.5"
2014-10-22,"30.0","27.7"
2014-10-23,"19.3","13.1"
2014-10-24,"27.4","32.5"
2014-10-25,"37.5","41.7"
2014-10-26,"48.0","92.1"
2014-10-27,"56.3","70.9"
2014-10-28,"64.5","80.5"
2014-10-29,"74.1","112.2"
2014-10-30,"97.4","107.2"
2014-10-31,"68.6","111.1"
2014-11-01,"60.0","124.5"
2014-11-02,"59.7","110.6"
2014-11-03,"52.6","150.6"
2014-11-04,"49.5","53.5"
2014-11-05,"41.3","30.9"
2014-11-06,"56.5","88.9"
2014-11-07,"50.3","79.2"
2014-11-08,"28.5","37.6"
2014-11-09,"27.7","49.7"
2014-11-10,"43.4","82.1"
2014-11-11,"54.1","72.6"
2014-11-12,"45.8","72.8"
2014-11-13,"41.0","75.2"
2014-11-14,"36.1","63.9"
2014-11-15,"40.0","69.7"
2014-11-16,"35.8","56.1"
2014-11-17,"24.2","55.1"
2014-11-18,"23.4","47.1"
2014-11-19,"30.2","38.0"
2014-11-20,"28.7","30.5"
2014-11-21,"45.7","31.3"
2014-11-22,"54.9","42.2"
2014-11-23,"51.5","61.9"
2014-11-24,"28.2","68.2"
2014-11-25,"41.0","65.5"
2014-11-26,"42.2","123.3"
2014-11-27,"40.6","70.5"
2014-11-28,"40.1","62.8"
2014-11-29,"53.3","53.1"
2014-11-30,"41.0","48.9"
2014-12-01,"29.2","46.5"
2014-12-02,"33.7","52.9"
2014-12-03,"60.0","75.3"
2014-12-04,"86.0","104.0"
2014-12-05,"34.1","53.0"
2014-12-06,"55.6","76.4"
2014-12-07,"82.6","57.5"
2014-12-08,"42.1","60.5"
2014-12-09,"81.2","72.5"
2014-12-10,"69.5","112.7"
2014-12-11,"60.7","111.1"
2014-12-12,"25.2","23.8"
2014-12-13,"29.9","85.5"
2014-12-14,"37.1","143.5"
2014-12-15,"62.7","165.6"
2014-12-16,"56.8","157.3"
2014-12-17,"41.5","64.0"
2014-12-18,"36.0","59.9"
2014-12-19,"15.3","18.3"
2014-12-20,"12.7","13.7"
2014-12-21,"8.6","17.9"
2014-12-22,,"11.2"
2014-12-23,"10.4","12.1"
2014-12-24,"9.3","14.2"
2014-12-25,"11.9","16.0"
2014-12-26,"18.7","16.7"
2014-12-27,"32.9","52.8"
2014-12-28,"37.9","40.7"
2014-12-29,"31.6","44.2"
2014-12-30,"67.3","84.2"
2014-12-31,"67.2","137.8"
2015-01-01,"41.7","58.0"
2015-01-02,"25.9","51.8"
2015-01-03,"16.1","22.4"
2015-01-04,"13.5","16.1"
2015-01-05,"18.7","26.5"
2015-01-06,"26.0","37.7"
2015-01-07,"77.5","117.1"
2015-01-08,"57.7","75.7"
2015-01-09,"19.5","15.8"
2015-01-10,"17.6","14.1"
2015-01-11,"18.0","19.0"
2015-01-12,"19.6","17.0"
2015-01-13,"23.3","68.9"
2015-01-14,"35.3","118.9"
2015-01-15,"38.4","75.5"
2015-01-16,"50.8","106.9"
2015-01-17,"54.8","58.7"
2015-01-18,"59.2","33.9"
2015-01-19,"52.2","44.1"
2015-01-20,"25.3","49.8"
2015-01-21,"55.0","82.5"
2015-01-22,"43.9","48.6"
2015-01-23,"26.6","35.1"
2015-01-24,"33.6",
2015-01-25,"41.3",
2015-01-26,"51.5","84.0"
2015-01-27,"46.1","86.6"
2015-01-28,"29.7","51.3"
2015-01-29,"34.0","46.4"
2015-01-30,"32.2","40.5"
2015-01-31,"38.3","33.0"
2015-02-01,"46.7","84.4"
2015-02-02,"104.4","164.8"
2015-02-03,"87.8","75.2"
2015-02-04,"95.4","90.8"
2015-02-05,"62.9","57.7"
2015-02-06,"63.5","37.4"
2015-02-07,"47.1","48.6"
2015-02-08,"15.6","18.1"
2015-02-09,"33.8","39.5"
2015-02-10,"41.3","48.1"
2015-02-11,"38.7","63.8"
2015-02-12,"58.5","77.9"
2015-02-13,"77.7","143.3"
2015-02-14,"79.7","154.4"
2015-02-15,"60.0","148.6"
2015-02-16,"22.3","36.8"
2015-02-17,"29.4","59.0"
2015-02-18,"73.6","117.7"
2015-02-19,"59.8","96.2"
2015-02-20,"97.6","141.6"
2015-02-21,"74.6","113.0"
2015-02-22,"85.9","95.0"
2015-02-23,"73.3","93.9"
2015-02-24,"78.9","61.6"
2015-02-25,"82.6","45.4"
2015-02-26,"49.0","62.1"
2015-02-27,"61.7","75.6"
2015-02-28,"96.4","95.9"
2015-03-01,"64.7","62.5"
2015-03-02,"31.7","34.1"
2015-03-03,"36.5","45.3"
2015-03-04,"34.8","46.8"
2015-03-05,"49.3","65.4"
2015-03-06,"56.0","67.3"
2015-03-07,"54.2","104.7"
2015-03-08,"64.8","134.6"
2015-03-09,"74.9","140.0"
2015-03-10,"139.4","171.1"
2015-03-11,"83.7","111.2"
2015-03-12,"35.5","28.0"
2015-03-13,"25.1","25.4"
2015-03-14,"23.4","31.8"
2015-03-15,"27.4","48.5"
2015-03-16,"40.0","64.1"
2015-03-17,"34.9","55.0"
2015-03-18,"69.9","58.0"
2015-03-19,"89.8","74.6"
2015-03-20,"118.0","126.6"
2015-03-21,"89.1","119.0"
2015-03-22,"14.9","56.7"
2015-03-23,"49.6","55.9"
2015-03-24,"84.7","70.7"
2015-03-25,"106.7","71.0"
2015-03-26,"66.9","47.4"
2015-03-27,"60.6","55.9"
2015-03-28,"41.1","39.9"
2015-03-29,"44.9","41.4"
2015-03-30,"25.8","11.6"
2015-03-31,"18.7","14.1"
2015-04-01,"10.2","13.3"
2015-04-02,"33.8","16.5"
2015-04-03,"19.8","23.7"
2015-04-04,"24.8","32.9"
2015-04-05,"14.6","36.7"
2015-04-06,"20.2","22.2"
2015-04-07,"36.4","25.4"
2015-04-08,"34.1","25.2"
2015-04-09,"71.3","37.5"
2015-04-10,"115.9","80.7"
2015-04-11,"100.7","83.1"
2015-04-12,"43.2","41.1"
2015-04-13,"59.8","44.8"
2015-04-14,"35.1","29.9"
2015-04-15,"45.6","40.6"
2015-04-16,"40.1","39.2"
2015-04-17,"38.2","39.3"
2015-04-18,"36.2","18.3"
2015-04-19,"23.7","25.5"
2015-04-20,"37.9","61.8"
2015-04-21,"41.9","25.6"
2015-04-22,"72.5","54.0"
2015-04-23,"75.9","69.4"
2015-04-24,"56.2","69.6"
2015-04-25,"62.8",
2015-04-26,"34.2",
2015-04-27,"30.7","40.4"
2015-04-28,"39.2","31.6"
2015-04-29,"29.6","26.5"
2015-04-30,"25.6","39.5"
2015-05-01,"34.8",
2015-05-02,"39.8",
2015-05-03,"28.6","30.3"
2015-05-04,"45.4","37.0"
2015-05-05,"39.7","44.6"
2015-05-06,"32.9","24.6"
2015-05-07,"36.4","23.0"
2015-05-08,"30.1","22.5"
2015-05-09,"29.5","37.9"
2015-05-10,"28.5",
2015-05-11,"33.2","39.8"
2015-05-12,"37.5","45.6"
2015-05-13,"26.6","33.4"
2015-05-14,"27.7","40.4"
2015-05-15,"29.9","52.7"
2015-05-16,"33.5","41.6"
2015-05-17,"24.7","23.6"
2015-05-18,"43.5","35.0"
2015-05-19,"42.3","40.6"
2015-05-20,"33.3","33.7"
2015-05-21,"20.7","13.8"
2015-05-22,"33.0","16.4"
2015-05-23,"40.2","21.0"
2015-05-24,"42.7","16.2"
2015-05-25,"32.6","22.9"
2015-05-26,"33.9","28.7"
2015-05-27,"22.1","17.1"
2015-05-28,"29.4","37.2"
2015-05-29,"48.2","39.8"
2015-05-30,"34.9","32.0"
