"nr_glosowania" "za" "przeciw" "wstrzymal" "nieobecny" "obecny" "tendencja" "proc_zgodnosci"
"475" 475 14 0 1 1 15 "Za" 0.93
"476" 476 15 0 0 1 15 "Za" 1
"477" 477 13 0 2 1 15 "Za" 0.87
"478" 478 14 0 1 1 15 "Za" 0.93
"479" 479 13 1 1 1 15 "Za" 0.87
"480" 480 13 0 2 1 15 "Za" 0.87
"481" 481 14 0 1 1 15 "Za" 0.93
"482" 482 8 2 5 1 15 "Za" 0.53
"483" 483 14 0 1 1 15 "Za" 0.93
"484" 484 15 0 0 1 15 "Za" 1
"485" 485 13 0 1 2 14 "Za" 0.93
"486" 486 4 8 1 3 13 "Przeciw" 0.62
"487" 487 6 8 1 1 15 "Przeciw" 0.53
"488" 488 9 6 0 1 15 "Za" 0.6
"489" 489 13 1 1 1 15 "Za" 0.87
"490" 490 11 0 3 2 14 "Za" 0.79
"491" 491 14 0 1 1 15 "Za" 0.93
"492" 492 13 1 1 1 15 "Za" 0.87
"493" 493 12 1 2 1 15 "Za" 0.8
"494" 494 13 0 2 1 15 "Za" 0.87
"495" 495 12 0 3 1 15 "Za" 0.8
"496" 496 15 0 0 1 15 "Za" 1
"497" 497 10 2 1 3 13 "Za" 0.77
"498" 498 6 9 0 1 15 "Przeciw" 0.6
"499" 499 3 12 0 1 15 "Przeciw" 0.8
"500" 500 15 0 0 1 15 "Za" 1
"501" 501 5 9 1 1 15 "Przeciw" 0.6
"502" 502 1 13 1 1 15 "Przeciw" 0.87
"503" 503 1 12 2 1 15 "Przeciw" 0.8
"504" 504 13 1 1 1 15 "Za" 0.87
"505" 505 1 13 1 1 15 "Przeciw" 0.87
"506" 506 0 12 1 3 13 "Przeciw" 0.92
"507" 507 15 0 0 1 15 "Za" 1
"508" 508 14 0 1 1 15 "Za" 0.93
"509" 509 14 0 1 1 15 "Za" 0.93
"510" 510 0 15 0 1 15 "Przeciw" 1
"511" 511 14 0 1 1 15 "Za" 0.93
"512" 512 14 0 1 1 15 "Za" 0.93
"513" 513 0 15 0 1 15 "Przeciw" 1
"514" 514 0 15 0 1 15 "Przeciw" 1
"515" 515 0 15 0 1 15 "Przeciw" 1
"516" 516 15 0 0 1 15 "Za" 1
"517" 517 14 0 0 2 14 "Za" 1
"518" 518 5 6 1 4 12 "Przeciw" 0.5
"519" 519 3 13 0 0 16 "Przeciw" 0.81
"520" 520 0 16 0 0 16 "Przeciw" 1
"521" 521 0 16 0 0 16 "Przeciw" 1
"522" 522 0 16 0 0 16 "Przeciw" 1
"523" 523 0 16 0 0 16 "Przeciw" 1
"524" 524 0 14 1 1 15 "Przeciw" 0.93
"525" 525 1 14 0 1 15 "Przeciw" 0.93
"526" 526 3 13 0 0 16 "Przeciw" 0.81
"527" 527 13 0 0 3 13 "Za" 1
"528" 528 4 11 0 1 15 "Przeciw" 0.73
"529" 529 13 1 1 1 15 "Za" 0.87
"530" 530 13 0 3 0 16 "Za" 0.81
"531" 531 14 0 1 1 15 "Za" 0.93
"532" 532 14 0 1 1 15 "Za" 0.93
"533" 533 13 0 1 2 14 "Za" 0.93
"534" 534 16 0 0 0 16 "Za" 1
"535" 535 16 0 0 0 16 "Za" 1
"536" 536 16 0 0 0 16 "Za" 1
"537" 537 14 0 0 2 14 "Za" 1
"538" 538 15 0 0 1 15 "Za" 1
"539" 539 14 0 0 2 14 "Za" 1
"540" 540 15 0 0 1 15 "Za" 1
"541" 541 15 0 1 0 16 "Za" 0.94
"542" 542 15 0 1 0 16 "Za" 0.94
"543" 543 15 0 1 0 16 "Za" 0.94
"544" 544 16 0 0 0 16 "Za" 1
"545" 545 16 0 0 0 16 "Za" 1
"546" 546 16 0 0 0 16 "Za" 1
