"nr_glosowania" "za" "przeciw" "wstrzymal" "nieobecny" "obecny" "tendencja" "proc_zgodnosci"
"559" 559 133 0 0 5 133 "Za" 1
"560" 560 132 0 1 5 133 "Za" 0.99
"561" 561 133 0 0 5 133 "Za" 1
"562" 562 0 131 0 7 131 "Przeciw" 1
"563" 563 126 0 0 12 126 "Za" 1
"564" 564 134 0 0 4 134 "Za" 1
"565" 565 130 1 0 7 131 "Za" 0.99
"566" 566 132 0 0 6 132 "Za" 1
"567" 567 135 0 0 3 135 "Za" 1
"568" 568 128 0 0 10 128 "Za" 1
"569" 569 130 0 0 8 130 "Za" 1
"570" 570 127 0 0 11 127 "Za" 1
"571" 571 133 0 0 5 133 "Za" 1
"572" 572 133 0 0 5 133 "Za" 1
"573" 573 130 0 0 8 130 "Za" 1
"574" 574 133 0 0 5 133 "Za" 1
"575" 575 135 0 0 3 135 "Za" 1
"576" 576 135 0 0 3 135 "Za" 1
"577" 577 132 0 0 6 132 "Za" 1
"578" 578 132 0 0 6 132 "Za" 1
"579" 579 129 0 0 9 129 "Za" 1
"580" 580 131 0 0 7 131 "Za" 1
"581" 581 130 0 0 8 130 "Za" 1
"582" 582 130 0 0 8 130 "Za" 1
"583" 583 130 0 0 8 130 "Za" 1
"584" 584 131 0 0 7 131 "Za" 1
"585" 585 132 0 0 6 132 "Za" 1
"586" 586 130 0 0 8 130 "Za" 1
"587" 587 128 0 0 10 128 "Za" 1
"588" 588 122 0 0 16 122 "Za" 1
"589" 589 128 0 0 10 128 "Za" 1
"590" 590 134 0 0 4 134 "Za" 1
"591" 591 132 0 0 6 132 "Za" 1
"592" 592 135 0 0 3 135 "Za" 1
"593" 593 131 0 0 7 131 "Za" 1
"594" 594 132 1 0 5 133 "Za" 0.99
"595" 595 131 0 0 7 131 "Za" 1
"596" 596 128 0 0 10 128 "Za" 1
"597" 597 131 0 0 7 131 "Za" 1
"598" 598 126 0 0 12 126 "Za" 1
"599" 599 130 0 1 7 131 "Za" 0.99
"600" 600 130 0 0 8 130 "Za" 1
"601" 601 128 0 0 10 128 "Za" 1
"602" 602 131 0 0 7 131 "Za" 1
"603" 603 132 0 0 6 132 "Za" 1
"604" 604 131 0 0 7 131 "Za" 1
"605" 605 132 0 0 6 132 "Za" 1
"606" 606 133 0 0 5 133 "Za" 1
"607" 607 128 1 0 9 129 "Za" 0.99
"608" 608 132 0 0 6 132 "Za" 1
"609" 609 130 0 1 7 131 "Za" 0.99
"610" 610 130 0 0 8 130 "Za" 1
"611" 611 133 0 0 5 133 "Za" 1
"612" 612 134 0 0 4 134 "Za" 1
"613" 613 135 0 0 3 135 "Za" 1
"614" 614 135 0 0 3 135 "Za" 1
"615" 615 131 0 0 7 131 "Za" 1
"616" 616 133 0 0 5 133 "Za" 1
"617" 617 132 2 0 4 134 "Za" 0.99
"618" 618 131 0 0 7 131 "Za" 1
"619" 619 134 0 0 4 134 "Za" 1
"620" 620 131 2 0 5 133 "Za" 0.98
"621" 621 132 0 0 6 132 "Za" 1
"622" 622 135 0 0 3 135 "Za" 1
"623" 623 130 0 0 8 130 "Za" 1
"624" 624 131 0 0 7 131 "Za" 1
"625" 625 131 0 0 7 131 "Za" 1
"626" 626 134 0 0 4 134 "Za" 1
"627" 627 133 0 0 5 133 "Za" 1
"628" 628 133 0 0 5 133 "Za" 1
"629" 629 130 1 0 7 131 "Za" 0.99
"630" 630 134 0 0 4 134 "Za" 1
"631" 631 133 0 0 5 133 "Za" 1
"632" 632 132 1 0 5 133 "Za" 0.99
"633" 633 121 1 5 11 127 "Za" 0.95
"634" 634 134 0 0 4 134 "Za" 1
"635" 635 133 0 0 5 133 "Za" 1
"636" 636 133 0 0 5 133 "Za" 1
"637" 637 101 16 2 19 119 "Za" 0.85
"638" 638 132 1 1 4 134 "Za" 0.99
"639" 639 134 0 0 4 134 "Za" 1
"640" 640 134 1 0 3 135 "Za" 0.99
"641" 641 134 0 0 4 134 "Za" 1
"642" 642 134 0 0 4 134 "Za" 1
"643" 643 129 3 1 5 133 "Za" 0.97
"644" 644 132 0 0 6 132 "Za" 1
"645" 645 131 1 0 6 132 "Za" 0.99
"646" 646 132 1 0 5 133 "Za" 0.99
"647" 647 133 0 0 5 133 "Za" 1
"648" 648 133 0 0 5 133 "Za" 1
"649" 649 133 0 0 5 133 "Za" 1
"650" 650 131 1 0 6 132 "Za" 0.99
"651" 651 134 0 0 4 134 "Za" 1
"652" 652 135 0 0 3 135 "Za" 1
"653" 653 135 0 0 3 135 "Za" 1
"654" 654 1 130 1 6 132 "Przeciw" 0.98
"655" 655 128 0 0 10 128 "Za" 1
"656" 656 0 133 1 4 134 "Przeciw" 0.99
"657" 657 4 0 131 3 135 "Wstrzyma³ siê" 0.97
"658" 658 133 0 0 5 133 "Za" 1
"659" 659 133 0 0 5 133 "Za" 1
"660" 660 132 0 0 6 132 "Za" 1
"661" 661 0 1 130 7 131 "Wstrzyma³ siê" 0.99
"662" 662 19 0 103 16 122 "Wstrzyma³ siê" 0.84
"663" 663 129 0 0 9 129 "Za" 1
"664" 664 128 0 0 10 128 "Za" 1
"665" 665 127 0 0 11 127 "Za" 1
"666" 666 0 135 0 3 135 "Przeciw" 1
"667" 667 134 0 0 4 134 "Za" 1
"668" 668 134 0 0 4 134 "Za" 1
"669" 669 134 0 0 4 134 "Za" 1
"670" 670 131 2 0 5 133 "Za" 0.98
"671" 671 132 0 0 6 132 "Za" 1
"672" 672 133 0 0 5 133 "Za" 1
"673" 673 134 0 0 4 134 "Za" 1
"674" 674 134 0 0 4 134 "Za" 1
"675" 675 132 0 0 6 132 "Za" 1
"676" 676 134 0 0 4 134 "Za" 1
"677" 677 135 0 0 3 135 "Za" 1
"678" 678 134 0 0 4 134 "Za" 1
"679" 679 133 0 0 5 133 "Za" 1
"680" 680 134 0 0 4 134 "Za" 1
"681" 681 133 0 0 5 133 "Za" 1
"682" 682 134 0 0 4 134 "Za" 1
"683" 683 131 1 0 6 132 "Za" 0.99
"684" 684 133 1 0 4 134 "Za" 0.99
"685" 685 135 0 0 3 135 "Za" 1
"686" 686 135 0 0 3 135 "Za" 1
"687" 687 134 0 0 4 134 "Za" 1
"688" 688 132 0 0 6 132 "Za" 1
"689" 689 135 0 0 3 135 "Za" 1
"690" 690 131 2 0 5 133 "Za" 0.98
"691" 691 133 0 0 5 133 "Za" 1
"692" 692 133 0 0 5 133 "Za" 1
"693" 693 135 0 0 3 135 "Za" 1
"694" 694 135 0 0 3 135 "Za" 1
"695" 695 134 0 0 4 134 "Za" 1
"696" 696 135 0 0 3 135 "Za" 1
"697" 697 134 0 0 4 134 "Za" 1
"698" 698 133 0 0 5 133 "Za" 1
"699" 699 135 0 0 3 135 "Za" 1
"700" 700 134 0 0 4 134 "Za" 1
"701" 701 134 1 0 3 135 "Za" 0.99
"702" 702 1 133 0 4 134 "Przeciw" 0.99
"703" 703 133 0 0 5 133 "Za" 1
"704" 704 134 0 0 4 134 "Za" 1
"705" 705 128 1 0 9 129 "Za" 0.99
"706" 706 135 0 0 3 135 "Za" 1
"707" 707 135 0 0 3 135 "Za" 1
"708" 708 134 0 0 4 134 "Za" 1
"709" 709 135 0 0 3 135 "Za" 1
"710" 710 134 0 0 4 134 "Za" 1
"711" 711 135 0 0 3 135 "Za" 1
"712" 712 134 0 0 4 134 "Za" 1
"713" 713 135 0 0 3 135 "Za" 1
"714" 714 135 0 0 3 135 "Za" 1
"715" 715 129 0 0 9 129 "Za" 1
"716" 716 122 0 3 13 125 "Za" 0.98
"717" 717 133 0 0 5 133 "Za" 1
"718" 718 132 0 1 5 133 "Za" 0.99
"719" 719 0 130 3 5 133 "Przeciw" 0.98
"720" 720 0 109 24 5 133 "Przeciw" 0.82
"721" 721 131 0 0 7 131 "Za" 1
"722" 722 0 131 0 7 131 "Przeciw" 1
"723" 723 130 0 1 7 131 "Za" 0.99
"724" 724 132 0 0 6 132 "Za" 1
"725" 725 132 0 0 6 132 "Za" 1
"726" 726 2 3 127 6 132 "Wstrzyma³ siê" 0.96
"727" 727 131 0 0 7 131 "Za" 1
"728" 728 132 0 0 6 132 "Za" 1
"729" 729 132 0 0 6 132 "Za" 1
"730" 730 131 1 0 6 132 "Za" 0.99
"731" 731 131 0 0 7 131 "Za" 1
"732" 732 132 0 0 6 132 "Za" 1
"733" 733 132 0 1 5 133 "Za" 0.99
"734" 734 3 95 1 39 99 "Przeciw" 0.96
"735" 735 0 132 1 5 133 "Przeciw" 0.99
"736" 736 132 0 0 6 132 "Za" 1
"737" 737 131 1 0 6 132 "Za" 0.99
"738" 738 128 0 0 10 128 "Za" 1
"739" 739 130 0 0 8 130 "Za" 1
"740" 740 130 2 0 6 132 "Za" 0.98
"741" 741 132 0 1 5 133 "Za" 0.99
"742" 742 2 129 1 6 132 "Przeciw" 0.98
"743" 743 133 0 0 5 133 "Za" 1
"744" 744 128 0 3 7 131 "Za" 0.98
"745" 745 131 0 2 5 133 "Za" 0.98
"746" 746 130 0 0 8 130 "Za" 1
"747" 747 4 128 1 5 133 "Przeciw" 0.96
"748" 748 132 0 0 6 132 "Za" 1
"749" 749 133 0 0 5 133 "Za" 1
"750" 750 133 0 0 5 133 "Za" 1
"751" 751 0 129 0 9 129 "Przeciw" 1
"752" 752 1 127 0 10 128 "Przeciw" 0.99
"753" 753 0 127 1 10 128 "Przeciw" 0.99
"754" 754 0 124 4 10 128 "Przeciw" 0.97
"755" 755 127 0 1 10 128 "Za" 0.99
"756" 756 128 0 0 10 128 "Za" 1
"757" 757 128 0 0 10 128 "Za" 1
"758" 758 123 0 4 11 127 "Za" 0.97
"759" 759 0 129 0 9 129 "Przeciw" 1
"760" 760 0 130 0 8 130 "Przeciw" 1
"761" 761 0 129 0 9 129 "Przeciw" 1
"762" 762 0 129 0 9 129 "Przeciw" 1
"763" 763 0 130 0 8 130 "Przeciw" 1
"764" 764 0 130 0 8 130 "Przeciw" 1
"765" 765 0 127 0 11 127 "Przeciw" 1
"766" 766 0 128 0 10 128 "Przeciw" 1
"767" 767 1 124 0 13 125 "Przeciw" 0.99
"768" 768 3 124 0 11 127 "Przeciw" 0.98
"769" 769 129 0 0 9 129 "Za" 1
"770" 770 122 6 1 9 129 "Za" 0.95
"771" 771 2 127 0 9 129 "Przeciw" 0.98
"772" 772 113 13 1 11 127 "Za" 0.89
"773" 773 0 128 0 10 128 "Przeciw" 1
"774" 774 0 129 0 9 129 "Przeciw" 1
"775" 775 0 129 0 9 129 "Przeciw" 1
"776" 776 0 127 0 11 127 "Przeciw" 1
"777" 777 1 128 0 9 129 "Przeciw" 0.99
"778" 778 129 0 0 9 129 "Za" 1
"779" 779 0 129 0 9 129 "Przeciw" 1
"780" 780 4 125 0 9 129 "Przeciw" 0.97
"781" 781 118 10 1 9 129 "Za" 0.91
"782" 782 1 128 0 9 129 "Przeciw" 0.99
"783" 783 3 124 2 9 129 "Przeciw" 0.96
"784" 784 121 4 3 10 128 "Za" 0.95
"785" 785 121 3 5 9 129 "Za" 0.94
"786" 786 128 1 0 9 129 "Za" 0.99
"787" 787 128 1 0 9 129 "Za" 0.99
"788" 788 1 126 0 11 127 "Przeciw" 0.99
"789" 789 0 129 1 8 130 "Przeciw" 0.99
"790" 790 0 130 0 8 130 "Przeciw" 1
"791" 791 0 129 1 8 130 "Przeciw" 0.99
"792" 792 0 130 1 7 131 "Przeciw" 0.99
"793" 793 129 0 0 9 129 "Za" 1
"794" 794 125 1 3 9 129 "Za" 0.97
"795" 795 131 0 0 7 131 "Za" 1
"796" 796 128 0 1 9 129 "Za" 0.99
"797" 797 133 1 0 4 134 "Za" 0.99
"798" 798 133 0 1 4 134 "Za" 0.99
"799" 799 133 1 0 4 134 "Za" 0.99
"800" 800 135 0 0 3 135 "Za" 1
"801" 801 0 136 0 2 136 "Przeciw" 1
"802" 802 0 136 0 2 136 "Przeciw" 1
"803" 803 0 137 0 1 137 "Przeciw" 1
"804" 804 1 136 0 1 137 "Przeciw" 0.99
"805" 805 137 0 0 1 137 "Za" 1
"806" 806 135 0 0 3 135 "Za" 1
"807" 807 137 0 0 1 137 "Za" 1
"808" 808 137 0 0 1 137 "Za" 1
"809" 809 137 0 0 1 137 "Za" 1
"810" 810 132 3 2 1 137 "Za" 0.96
"811" 811 0 0 136 2 136 "Wstrzyma³ siê" 1
"812" 812 135 1 0 2 136 "Za" 0.99
"813" 813 7 1 129 1 137 "Wstrzyma³ siê" 0.94
"814" 814 137 0 0 1 137 "Za" 1
"815" 815 136 1 0 1 137 "Za" 0.99
"816" 816 137 0 0 1 137 "Za" 1
"817" 817 137 0 0 1 137 "Za" 1
"818" 818 136 1 0 1 137 "Za" 0.99
"819" 819 6 0 131 1 137 "Wstrzyma³ siê" 0.96
"820" 820 136 1 0 1 137 "Za" 0.99
"821" 821 135 1 0 2 136 "Za" 0.99
"822" 822 133 4 0 1 137 "Za" 0.97
"823" 823 1 1 134 2 136 "Wstrzyma³ siê" 0.99
"824" 824 1 1 134 2 136 "Wstrzyma³ siê" 0.99
"825" 825 137 0 0 1 137 "Za" 1
"826" 826 3 1 133 1 137 "Wstrzyma³ siê" 0.97
"827" 827 137 0 0 1 137 "Za" 1
"828" 828 136 0 0 2 136 "Za" 1
"829" 829 137 0 0 1 137 "Za" 1
"830" 830 137 0 0 1 137 "Za" 1
"831" 831 137 0 0 1 137 "Za" 1
"832" 832 0 136 1 1 137 "Przeciw" 0.99
"833" 833 137 0 0 1 137 "Za" 1
"834" 834 0 137 0 1 137 "Przeciw" 1
"835" 835 134 0 0 4 134 "Za" 1
"836" 836 131 0 0 7 131 "Za" 1
"837" 837 0 3 122 13 125 "Wstrzyma³ siê" 0.98
"838" 838 123 0 0 15 123 "Za" 1
"839" 839 0 123 4 11 127 "Przeciw" 0.97
"840" 840 129 0 0 9 129 "Za" 1
"841" 841 3 128 0 7 131 "Przeciw" 0.98
"842" 842 130 0 0 8 130 "Za" 1
"843" 843 130 0 0 8 130 "Za" 1
"844" 844 131 0 0 7 131 "Za" 1
"845" 845 0 131 0 7 131 "Przeciw" 1
"846" 846 6 1 124 7 131 "Wstrzyma³ siê" 0.95
"847" 847 132 0 0 6 132 "Za" 1
"848" 848 132 0 0 6 132 "Za" 1
"849" 849 131 1 0 6 132 "Za" 0.99
"850" 850 131 2 0 5 133 "Za" 0.98
"851" 851 131 0 1 6 132 "Za" 0.99
"852" 852 133 0 0 5 133 "Za" 1
"853" 853 1 132 0 5 133 "Przeciw" 0.99
"854" 854 0 131 1 6 132 "Przeciw" 0.99
"855" 855 5 128 0 5 133 "Przeciw" 0.96
"856" 856 133 0 0 5 133 "Za" 1
"857" 857 132 0 0 6 132 "Za" 1
"858" 858 131 0 0 7 131 "Za" 1
"859" 859 131 0 0 7 131 "Za" 1
"860" 860 132 0 0 6 132 "Za" 1
"861" 861 131 2 0 5 133 "Za" 0.98
"862" 862 133 0 0 5 133 "Za" 1
"863" 863 0 130 1 7 131 "Przeciw" 0.99
"864" 864 133 0 0 5 133 "Za" 1
"865" 865 132 0 0 6 132 "Za" 1
"866" 866 132 0 0 6 132 "Za" 1
"867" 867 133 0 0 5 133 "Za" 1
"868" 868 0 133 0 5 133 "Przeciw" 1
"869" 869 133 0 0 5 133 "Za" 1
"870" 870 133 0 0 5 133 "Za" 1
"871" 871 133 0 0 5 133 "Za" 1
"872" 872 133 0 0 5 133 "Za" 1
"873" 873 0 133 0 5 133 "Przeciw" 1
"874" 874 133 0 0 5 133 "Za" 1
"875" 875 133 0 0 5 133 "Za" 1
"876" 876 133 0 0 5 133 "Za" 1
"877" 877 133 0 0 5 133 "Za" 1
"878" 878 133 0 0 5 133 "Za" 1
"879" 879 133 0 0 5 133 "Za" 1
"880" 880 133 0 0 5 133 "Za" 1
"881" 881 133 0 0 5 133 "Za" 1
"882" 882 133 0 0 5 133 "Za" 1
"883" 883 131 2 0 5 133 "Za" 0.98
"884" 884 132 0 0 6 132 "Za" 1
"885" 885 0 0 118 20 118 "Wstrzyma³ siê" 1
"886" 886 0 132 1 5 133 "Przeciw" 0.99
"887" 887 1 132 0 5 133 "Przeciw" 0.99
"888" 888 1 0 129 8 130 "Wstrzyma³ siê" 0.99
"889" 889 134 0 0 4 134 "Za" 1
"890" 890 132 1 1 4 134 "Za" 0.99
"891" 891 122 1 6 9 129 "Za" 0.95
"892" 892 127 0 1 10 128 "Za" 0.99
"893" 893 109 3 5 21 117 "Za" 0.93
"894" 894 127 2 1 8 130 "Za" 0.98
"895" 895 130 0 0 8 130 "Za" 1
"896" 896 130 0 0 8 130 "Za" 1
"897" 897 128 0 0 10 128 "Za" 1
"898" 898 130 0 0 8 130 "Za" 1
"899" 899 121 3 5 9 129 "Za" 0.94
"900" 900 118 10 1 9 129 "Za" 0.91
"901" 901 129 0 0 9 129 "Za" 1
"902" 902 0 128 1 9 129 "Przeciw" 0.99
"903" 903 0 126 0 12 126 "Przeciw" 1
"904" 904 5 0 125 8 130 "Wstrzyma³ siê" 0.96
"905" 905 1 127 0 10 128 "Przeciw" 0.99
"906" 906 5 124 0 9 129 "Przeciw" 0.96
"907" 907 132 0 0 6 132 "Za" 1
"908" 908 130 2 0 6 132 "Za" 0.98
"909" 909 125 1 0 12 126 "Za" 0.99
"910" 910 130 0 0 8 130 "Za" 1
"911" 911 130 2 0 6 132 "Za" 0.98
"912" 912 1 130 0 7 131 "Przeciw" 0.99
"913" 913 10 122 0 6 132 "Przeciw" 0.92
"914" 914 131 1 0 6 132 "Za" 0.99
"915" 915 126 3 0 9 129 "Za" 0.98
"916" 916 125 5 0 8 130 "Za" 0.96
"917" 917 1 130 0 7 131 "Przeciw" 0.99
"918" 918 131 0 0 7 131 "Za" 1
"919" 919 126 2 0 10 128 "Za" 0.98
"920" 920 122 7 0 9 129 "Za" 0.95
"921" 921 0 124 1 13 125 "Przeciw" 0.99
"922" 922 7 119 0 12 126 "Przeciw" 0.94
"923" 923 130 2 0 6 132 "Za" 0.98
"924" 924 117 12 0 9 129 "Za" 0.91
"925" 925 0 130 0 8 130 "Przeciw" 1
"926" 926 0 130 0 8 130 "Przeciw" 1
"927" 927 1 126 0 11 127 "Przeciw" 0.99
"928" 928 126 5 0 7 131 "Za" 0.96
"929" 929 1 130 0 7 131 "Przeciw" 0.99
"930" 930 0 131 0 7 131 "Przeciw" 1
"931" 931 0 132 0 6 132 "Przeciw" 1
"932" 932 129 2 0 7 131 "Za" 0.98
"933" 933 7 124 0 7 131 "Przeciw" 0.95
"934" 934 0 129 0 9 129 "Przeciw" 1
"935" 935 0 127 0 11 127 "Przeciw" 1
"936" 936 0 124 0 14 124 "Przeciw" 1
"937" 937 0 126 0 12 126 "Przeciw" 1
"938" 938 0 117 0 21 117 "Przeciw" 1
"939" 939 0 94 0 44 94 "Przeciw" 1
"940" 940 0 123 0 15 123 "Przeciw" 1
"941" 941 0 133 0 5 133 "Przeciw" 1
"942" 942 0 132 0 6 132 "Przeciw" 1
"943" 943 0 132 0 6 132 "Przeciw" 1
"944" 944 0 132 0 6 132 "Przeciw" 1
"945" 945 0 126 0 12 126 "Przeciw" 1
"946" 946 0 132 0 6 132 "Przeciw" 1
"947" 947 0 132 0 6 132 "Przeciw" 1
"948" 948 127 6 0 5 133 "Za" 0.95
"949" 949 0 132 0 6 132 "Przeciw" 1
"950" 950 0 132 0 6 132 "Przeciw" 1
"951" 951 0 131 0 7 131 "Przeciw" 1
"952" 952 0 131 0 7 131 "Przeciw" 1
"953" 953 0 133 0 5 133 "Przeciw" 1
"954" 954 1 129 0 8 130 "Przeciw" 0.99
"955" 955 0 127 0 11 127 "Przeciw" 1
"956" 956 0 132 0 6 132 "Przeciw" 1
"957" 957 1 130 1 6 132 "Przeciw" 0.98
"958" 958 124 8 0 6 132 "Za" 0.94
"959" 959 5 128 0 5 133 "Przeciw" 0.96
"960" 960 0 130 0 8 130 "Przeciw" 1
"961" 961 0 122 0 16 122 "Przeciw" 1
"962" 962 4 121 0 13 125 "Przeciw" 0.97
"963" 963 3 125 0 10 128 "Przeciw" 0.98
"964" 964 131 0 0 7 131 "Za" 1
"965" 965 132 0 0 6 132 "Za" 1
"966" 966 129 0 2 7 131 "Za" 0.98
"967" 967 129 0 0 9 129 "Za" 1
"968" 968 130 0 0 8 130 "Za" 1
"969" 969 131 0 0 7 131 "Za" 1
"970" 970 131 0 0 7 131 "Za" 1
"971" 971 0 134 0 4 134 "Przeciw" 1
"972" 972 134 0 0 4 134 "Za" 1
"973" 973 128 0 0 10 128 "Za" 1
"974" 974 135 0 0 3 135 "Za" 1
"975" 975 135 0 0 3 135 "Za" 1
"976" 976 135 0 0 3 135 "Za" 1
"977" 977 134 0 0 4 134 "Za" 1
"978" 978 132 0 0 6 132 "Za" 1
"979" 979 135 0 0 3 135 "Za" 1
"980" 980 131 0 0 7 131 "Za" 1
"981" 981 135 0 0 3 135 "Za" 1
"982" 982 134 0 0 4 134 "Za" 1
"983" 983 135 0 0 3 135 "Za" 1
"984" 984 134 0 0 4 134 "Za" 1
"985" 985 132 0 0 6 132 "Za" 1
"986" 986 132 0 0 6 132 "Za" 1
"987" 987 135 0 0 3 135 "Za" 1
"988" 988 1 134 0 3 135 "Przeciw" 0.99
"989" 989 134 0 0 4 134 "Za" 1
"990" 990 133 0 0 5 133 "Za" 1
"991" 991 132 1 0 5 133 "Za" 0.99
"992" 992 134 0 0 4 134 "Za" 1
"993" 993 134 0 0 4 134 "Za" 1
"994" 994 132 0 0 6 132 "Za" 1
"995" 995 134 0 0 4 134 "Za" 1
"996" 996 133 0 0 5 133 "Za" 1
"997" 997 134 0 0 4 134 "Za" 1
"998" 998 131 0 0 7 131 "Za" 1
"999" 999 133 0 0 5 133 "Za" 1
"1000" 1000 134 0 0 4 134 "Za" 1
"1001" 1001 133 0 0 5 133 "Za" 1
"1002" 1002 4 129 0 5 133 "Przeciw" 0.97
"1003" 1003 0 134 0 4 134 "Przeciw" 1
"1004" 1004 133 1 0 4 134 "Za" 0.99
"1005" 1005 133 0 0 5 133 "Za" 1
"1006" 1006 134 0 0 4 134 "Za" 1
"1007" 1007 135 0 0 3 135 "Za" 1
"1008" 1008 135 0 0 3 135 "Za" 1
"1009" 1009 135 0 0 3 135 "Za" 1
"1010" 1010 135 0 0 3 135 "Za" 1
"1011" 1011 135 0 0 3 135 "Za" 1
"1012" 1012 135 0 0 3 135 "Za" 1
"1013" 1013 133 2 0 3 135 "Za" 0.99
"1014" 1014 132 0 0 6 132 "Za" 1
"1015" 1015 134 0 0 4 134 "Za" 1
"1016" 1016 2 133 0 3 135 "Przeciw" 0.99
"1017" 1017 135 0 0 3 135 "Za" 1
"1018" 1018 131 0 0 7 131 "Za" 1
"1019" 1019 135 0 0 3 135 "Za" 1
"1020" 1020 135 0 0 3 135 "Za" 1
"1021" 1021 133 0 0 5 133 "Za" 1
"1022" 1022 133 0 0 5 133 "Za" 1
"1023" 1023 135 0 0 3 135 "Za" 1
"1024" 1024 134 0 0 4 134 "Za" 1
"1025" 1025 134 0 0 4 134 "Za" 1
"1026" 1026 135 0 0 3 135 "Za" 1
"1027" 1027 134 0 0 4 134 "Za" 1
"1028" 1028 0 0 0 138 0 "Za" 0
"1029" 1029 128 0 0 10 128 "Za" 1
"1030" 1030 0 129 0 9 129 "Przeciw" 1
"1031" 1031 0 129 0 9 129 "Przeciw" 1
"1032" 1032 0 129 0 9 129 "Przeciw" 1
"1033" 1033 0 128 0 10 128 "Przeciw" 1
"1034" 1034 0 126 0 12 126 "Przeciw" 1
"1035" 1035 1 120 0 17 121 "Przeciw" 0.99
"1036" 1036 123 3 0 12 126 "Za" 0.98
"1037" 1037 0 118 0 20 118 "Przeciw" 1
"1038" 1038 123 1 1 13 125 "Za" 0.98
"1039" 1039 127 0 1 10 128 "Za" 0.99
"1040" 1040 130 0 0 8 130 "Za" 1
"1041" 1041 0 131 0 7 131 "Przeciw" 1
"1042" 1042 125 6 0 7 131 "Za" 0.95
"1043" 1043 2 129 0 7 131 "Przeciw" 0.98
"1044" 1044 1 128 0 9 129 "Przeciw" 0.99
"1045" 1045 0 130 0 8 130 "Przeciw" 1
"1046" 1046 0 131 0 7 131 "Przeciw" 1
"1047" 1047 0 131 0 7 131 "Przeciw" 1
"1048" 1048 0 131 0 7 131 "Przeciw" 1
"1049" 1049 0 131 0 7 131 "Przeciw" 1
"1050" 1050 0 130 0 8 130 "Przeciw" 1
"1051" 1051 0 131 0 7 131 "Przeciw" 1
"1052" 1052 0 129 0 9 129 "Przeciw" 1
"1053" 1053 0 131 0 7 131 "Przeciw" 1
"1054" 1054 7 124 0 7 131 "Przeciw" 0.95
"1055" 1055 130 1 0 7 131 "Za" 0.99
"1056" 1056 0 131 0 7 131 "Przeciw" 1
"1057" 1057 0 131 0 7 131 "Przeciw" 1
"1058" 1058 0 129 0 9 129 "Przeciw" 1
"1059" 1059 0 130 0 8 130 "Przeciw" 1
"1060" 1060 0 131 0 7 131 "Przeciw" 1
"1061" 1061 2 129 0 7 131 "Przeciw" 0.98
"1062" 1062 0 131 0 7 131 "Przeciw" 1
"1063" 1063 0 130 1 7 131 "Przeciw" 0.99
"1064" 1064 0 129 0 9 129 "Przeciw" 1
"1065" 1065 0 131 0 7 131 "Przeciw" 1
"1066" 1066 0 130 0 8 130 "Przeciw" 1
"1067" 1067 0 131 0 7 131 "Przeciw" 1
"1068" 1068 130 1 0 7 131 "Za" 0.99
"1069" 1069 0 130 0 8 130 "Przeciw" 1
"1070" 1070 2 128 0 8 130 "Przeciw" 0.98
"1071" 1071 130 1 0 7 131 "Za" 0.99
"1072" 1072 131 0 0 7 131 "Za" 1
"1073" 1073 131 0 0 7 131 "Za" 1
"1074" 1074 1 129 0 8 130 "Przeciw" 0.99
"1075" 1075 0 131 0 7 131 "Przeciw" 1
"1076" 1076 129 2 0 7 131 "Za" 0.98
"1077" 1077 129 0 0 9 129 "Za" 1
"1078" 1078 131 0 0 7 131 "Za" 1
"1079" 1079 131 0 0 7 131 "Za" 1
"1080" 1080 31 100 0 7 131 "Przeciw" 0.76
"1081" 1081 130 1 0 7 131 "Za" 0.99
"1082" 1082 131 0 0 7 131 "Za" 1
"1083" 1083 131 0 0 7 131 "Za" 1
"1084" 1084 124 0 0 14 124 "Za" 1
"1085" 1085 122 0 0 16 122 "Za" 1
"1086" 1086 123 0 0 15 123 "Za" 1
"1087" 1087 123 0 0 15 123 "Za" 1
"1088" 1088 118 0 2 18 120 "Za" 0.98
"1089" 1089 113 0 9 16 122 "Za" 0.93
"1090" 1090 130 0 0 8 130 "Za" 1
"1091" 1091 132 0 0 6 132 "Za" 1
"1092" 1092 134 0 0 4 134 "Za" 1
"1093" 1093 130 0 0 8 130 "Za" 1
"1094" 1094 134 0 0 4 134 "Za" 1
"1095" 1095 134 0 0 4 134 "Za" 1
"1096" 1096 0 134 0 4 134 "Przeciw" 1
"1097" 1097 134 0 0 4 134 "Za" 1
"1098" 1098 133 0 0 5 133 "Za" 1
"1099" 1099 133 1 0 4 134 "Za" 0.99
"1100" 1100 124 0 0 14 124 "Za" 1
"1101" 1101 134 0 0 4 134 "Za" 1
"1102" 1102 133 0 0 5 133 "Za" 1
"1103" 1103 133 0 0 5 133 "Za" 1
"1104" 1104 134 0 0 4 134 "Za" 1
"1105" 1105 133 0 0 5 133 "Za" 1
"1106" 1106 134 0 0 4 134 "Za" 1
"1107" 1107 134 0 0 4 134 "Za" 1
"1108" 1108 134 0 0 4 134 "Za" 1
"1109" 1109 131 3 0 4 134 "Za" 0.98
"1110" 1110 134 0 0 4 134 "Za" 1
"1111" 1111 4 129 0 5 133 "Przeciw" 0.97
"1112" 1112 2 132 0 4 134 "Przeciw" 0.99
"1113" 1113 133 0 0 5 133 "Za" 1
"1114" 1114 134 0 0 4 134 "Za" 1
